# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,65090444,0.7202,0.6812,0.0757,1.10,-3.23,-2.44
1,65095445,0.7202,0.6841,0.0732,1.04,-3.41,-2.38
2,65100442,0.7212,0.6816,0.0698,1.10,-3.48,-2.26
3,65105440,0.7222,0.6807,0.0835,1.10,-3.66,-2.26
4,65110443,0.7271,0.6865,0.0776,1.22,-3.90,-2.07
5,65115442,0.7290,0.6831,0.0664,1.34,-4.09,-2.07
6,65120443,0.7251,0.6826,0.0688,1.65,-4.15,-1.95
7,65125441,0.7256,0.6855,0.0645,1.95,-4.45,-1.77
8,65130443,0.7266,0.6826,0.0635,2.07,-4.45,-1.65
9,65135442,0.7266,0.6782,0.0684,2.38,-4.70,-1.46
10,65140443,0.7275,0.6816,0.0571,2.68,-4.82,-1.28
11,65145441,0.7266,0.6821,0.0605,2.87,-4.88,-1.22
12,65150442,0.7310,0.6841,0.0562,3.11,-5.06,-1.04
13,65155442,0.7256,0.6841,0.0562,3.54,-5.06,-0.91
14,65160442,0.7280,0.6870,0.0547,3.72,-5.18,-0.55
15,65165503,0.7256,0.6836,0.0513,4.09,-5.30,-0.43
16,65170440,0.7290,0.6841,0.0542,4.39,-5.49,-0.37
17,65175442,0.7324,0.6885,0.0552,4.88,-5.49,-0.24
18,65180441,0.7305,0.6860,0.0581,5.18,-5.73,0.06
19,65185671,0.7354,0.6904,0.0537,5.67,-5.49,0.12
20,65190441,0.7349,0.6938,0.0483,5.98,-5.73,0.30
21,65195443,0.7373,0.6953,0.0508,6.34,-5.67,0.43
22,65200442,0.7349,0.6963,0.0449,6.71,-5.79,0.49
23,65205442,0.7363,0.7021,0.0425,7.01,-5.73,0.67
24,65210442,0.7422,0.7012,0.0469,7.26,-5.67,0.73
25,65215561,0.7393,0.6987,0.0449,7.50,-5.79,0.79
26,65220442,0.7378,0.6992,0.0444,7.68,-5.91,0.85
