# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,49258046,0.8867,0.2095,0.5498,1.22,1.04,-7.93
1,49262984,0.8843,0.2100,0.5532,1.52,0.91,-8.35
2,49267981,0.8857,0.2144,0.5464,1.46,0.79,-8.72
3,49272980,0.8848,0.2129,0.5479,1.52,0.91,-8.96
4,49277980,0.8848,0.2148,0.5493,1.59,0.73,-9.39
5,49282982,0.8877,0.2231,0.5464,1.40,0.79,-9.76
6,49287981,0.8833,0.2266,0.5557,1.40,0.73,-10.24
7,49292981,0.8843,0.2271,0.5542,1.34,0.61,-10.49
8,49297981,0.8882,0.2354,0.5557,1.34,0.61,-10.67
9,49302984,0.8833,0.2344,0.5483,1.22,0.61,-10.98
10,49307981,0.8804,0.2363,0.5513,1.10,0.73,-11.40
11,49312982,0.8813,0.2407,0.5508,1.04,0.67,-11.52
12,49317980,0.8794,0.2437,0.5488,0.85,0.43,-11.83
13,49322982,0.8794,0.2437,0.5459,0.61,0.43,-12.13
14,49327981,0.8779,0.2476,0.5459,0.37,0.49,-12.38
15,49333204,0.8818,0.2515,0.5513,0.24,0.55,-12.56
16,49337982,0.8789,0.2500,0.5488,0.12,0.43,-12.68
17,49342982,0.8774,0.2510,0.5508,-0.12,0.30,-12.74
18,49347981,0.8765,0.2563,0.5464,-0.24,0.30,-12.99
19,49352982,0.8750,0.2617,0.5435,-0.37,0.30,-13.05
20,49357980,0.8711,0.2598,0.5444,-0.55,0.06,-13.11
21,49362982,0.8735,0.2607,0.5396,-0.67,0.06,-13.23
22,49367981,0.8716,0.2622,0.5430,-0.85,-0.12,-13.29
23,49372980,0.8672,0.2671,0.5415,-1.22,-0.12,-13.35
24,49377982,0.8677,0.2661,0.5366,-1.46,-0.43,-13.35
25,49382982,0.8638,0.2690,0.5400,-1.52,-0.37,-13.35
26,49387981,0.8623,0.2705,0.5352,-1.59,-0.43,-13.23
27,49392981,0.8652,0.2700,0.5381,-1.95,-0.55,-13.29
28,49397982,0.8579,0.2720,0.5352,-2.01,-0.79,-13.11
29,49402984,0.8604,0.2715,0.5410,-2.13,-0.85,-13.05
30,49407981,0.8569,0.2754,0.5381,-2.13,-0.85,-13.05
31,49412982,0.8550,0.2759,0.5430,-2.07,-1.10,-12.80
32,49417980,0.8560,0.2769,0.5439,-2.07,-1.04,-12.74
33,49422982,0.8564,0.2827,0.5439,-1.77,-1.28,-12.50
34,49427981,0.8560,0.2866,0.5361,-1.71,-1.28,-12.44
35,49432982,0.8569,0.2861,0.5444,-1.59,-1.46,-12.20
36,49437982,0.8540,0.2896,0.5410,-1.16,-1.52,-12.13
37,49442982,0.8550,0.2876,0.5454,-1.04,-1.59,-11.95
38,49447980,0.8564,0.2837,0.5439,-0.67,-1.83,-11.71
39,49452982,0.8604,0.2856,0.5347,-0.43,-2.01,-11.46
40,49457981,0.8569,0.2866,0.5371,-0.24,-2.07,-11.28
41,49462984,0.8564,0.2871,0.5356,-0.06,-2.32,-11.04
42,49468004,0.8535,0.2852,0.5381,0.12,-2.32,-10.79
43,49472980,0.8501,0.2896,0.5405,0.37,-2.56,-10.49
44,49477982,0.8516,0.2861,0.5420,0.61,-2.68,-10.37
45,49483531,0.8423,0.2876,0.5396,0.79,-2.99,-10.00
46,49487982,0.8447,0.2886,0.5396,0.79,-2.87,-9.76
47,49492981,0.8408,0.2881,0.5425,0.98,-3.05,-9.45
48,49497982,0.8418,0.2886,0.5435,1.04,-3.05,-9.15
49,49502981,0.8428,0.2837,0.5483,1.10,-3.11,-8.90
50,49507982,0.8389,0.2822,0.5366,1.16,-3.29,-8.60
51,49512982,0.8398,0.2847,0.5537,1.16,-3.11,-8.29
52,49517982,0.8379,0.2852,0.5488,1.22,-3.35,-8.05
53,49522981,0.8413,0.2822,0.5518,1.22,-3.23,-7.56
54,49527981,0.8379,0.2861,0.5498,1.16,-3.29,-7.50
55,49532984,0.8413,0.2881,0.5483,1.22,-3.23,-7.26
56,49537981,0.8413,0.2910,0.5547,1.16,-3.29,-7.01
57,49542980,0.8452,0.2881,0.5518,1.16,-3.23,-6.77
58,49547982,0.8467,0.2896,0.5522,1.16,-3.17,-6.59
59,49552982,0.8467,0.2900,0.5596,1.28,-3.29,-6.34
60,49557981,0.8447,0.2896,0.5586,1.46,-3.11,-6.22
61,49562980,0.8457,0.2905,0.5537,1.65,-3.11,-5.91
62,49567982,0.8350,0.2920,0.5625,1.89,-2.93,-5.91
63,49572981,0.8325,0.2871,0.5630,2.20,-2.80,-5.73
