# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,27756695,0.7686,-0.0269,-0.4868,0.37,-2.74,12.93
1,27761695,0.7739,-0.0244,-0.4819,0.00,-3.05,12.80
2,27766972,0.7681,-0.0249,-0.4878,-0.24,-3.41,12.68
3,27771695,0.7700,-0.0239,-0.4854,-0.37,-3.84,12.62
4,27776695,0.7720,-0.0244,-0.4800,-0.24,-4.02,12.50
5,27782070,0.7681,-0.0264,-0.4785,0.06,-4.33,12.32
6,27786695,0.7676,-0.0249,-0.4771,0.55,-4.51,12.26
7,27791695,0.7720,-0.0278,-0.4805,1.04,-5.00,12.20
8,27796695,0.7739,-0.0293,-0.4800,1.89,-5.12,12.13
9,27801697,0.7739,-0.0322,-0.4819,2.62,-5.30,11.95
10,27806695,0.7734,-0.0303,-0.4829,3.48,-5.55,11.95
11,27811695,0.7783,-0.0283,-0.4805,4.39,-5.67,11.83
12,27816695,0.7754,-0.0278,-0.4780,5.37,-6.04,11.83
13,27821694,0.7822,-0.0269,-0.4844,6.28,-6.34,11.89
14,27826695,0.7866,-0.0322,-0.4839,7.20,-6.40,11.71
15,27831695,0.7832,-0.0308,-0.4868,8.17,-6.77,11.52
16,27836695,0.7817,-0.0264,-0.4897,8.78,-7.01,11.46
17,27841695,0.7871,-0.0293,-0.4893,9.39,-7.07,11.34
18,27846693,0.7837,-0.0327,-0.4941,9.88,-7.50,11.28
19,27851693,0.7886,-0.0342,-0.5024,10.12,-7.74,11.10
20,27856693,0.7871,-0.0366,-0.5015,10.06,-8.17,10.91
21,27861693,0.7930,-0.0347,-0.5122,9.88,-8.29,10.79
22,27866693,0.7925,-0.0376,-0.5103,9.39,-8.48,10.73
23,27871693,0.7896,-0.0381,-0.5112,8.72,-8.78,10.61
24,27876693,0.7896,-0.0405,-0.5156,7.93,-9.02,10.43
25,27881693,0.7896,-0.0386,-0.5190,7.13,-9.09,10.37
26,27886695,0.7876,-0.0435,-0.5161,6.28,-9.39,10.06
27,27891693,0.7881,-0.0430,-0.5200,5.43,-9.45,10.06
28,27896698,0.7915,-0.0430,-0.5200,4.51,-9.39,9.94
29,27901698,0.7852,-0.0464,-0.5225,3.72,-9.57,9.82
30,27906693,0.7832,-0.0435,-0.5215,3.11,-9.57,9.70
31,27911693,0.7808,-0.0444,-0.5254,2.80,-9.63,9.63
32,27916693,0.7798,-0.0435,-0.5225,2.44,-9.70,9.51
33,27921693,0.7803,-0.0425,-0.5225,2.32,-9.63,9.39
34,27926693,0.7769,-0.0449,-0.5259,2.44,-9.70,9.27
35,27931693,0.7778,-0.0410,-0.5293,2.62,-9.51,9.09
36,27937950,0.7808,-0.0396,-0.5337,3.11,-9.45,8.90
37,27942104,0.7817,-0.0376,-0.5269,3.48,-9.33,8.72
38,27946696,0.7812,-0.0332,-0.5342,4.09,-9.21,8.60
39,27951695,0.7759,-0.0352,-0.5361,4.63,-9.15,8.29
40,27956694,0.7793,-0.0337,-0.5376,5.12,-8.84,8.05
41,27961694,0.7773,-0.0371,-0.5410,5.73,-8.66,7.99
42,27966695,0.7764,-0.0381,-0.5400,5.98,-8.35,7.62
