# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,211200953,-0.9644,0.0591,-0.1274,27.13,7.07,13.17
1,211205448,-0.9575,0.0576,-0.1211,26.28,7.38,12.74
2,211210442,-0.9585,0.0566,-0.1255,25.18,7.87,12.56
3,211215442,-0.9614,0.0542,-0.1245,24.09,8.23,12.20
4,211220440,-0.9614,0.0581,-0.1177,23.05,8.48,11.89
5,211225442,-0.9604,0.0596,-0.1172,21.95,8.90,11.65
6,211230441,-0.9600,0.0610,-0.1172,20.73,9.27,11.22
7,211235442,-0.9634,0.0659,-0.1191,19.57,9.51,10.85
8,211240440,-0.9639,0.0708,-0.1143,18.41,9.70,10.55
9,211245442,-0.9639,0.0732,-0.1123,17.50,9.82,10.18
10,211250441,-0.9580,0.0703,-0.1113,16.59,10.06,10.00
11,211255442,-0.9565,0.0698,-0.1157,15.67,9.94,9.76
12,211260440,-0.9585,0.0728,-0.1138,14.70,9.88,9.39
13,211265442,-0.9546,0.0747,-0.1094,13.78,10.00,9.27
14,211270441,-0.9536,0.0693,-0.1138,12.87,9.70,9.21
15,211275442,-0.9517,0.0737,-0.1050,12.07,9.63,9.02
16,211280440,-0.9458,0.0737,-0.1021,11.28,9.33,9.09
17,211285442,-0.9434,0.0713,-0.0986,10.43,9.39,9.09
18,211290441,-0.9404,0.0762,-0.1016,9.57,9.27,8.90
19,211295440,-0.9390,0.0776,-0.0933,8.60,8.90,8.96
20,211300444,-0.9380,0.0693,-0.0981,7.74,8.84,8.90
21,211305440,-0.9404,0.0771,-0.0952,6.83,8.54,9.02
22,211310442,-0.9355,0.0747,-0.0938,5.85,8.35,9.09
23,211315442,-0.9385,0.0723,-0.0991,4.94,8.11,9.02
24,211320442,-0.9419,0.0737,-0.0947,4.02,7.87,9.09
25,211325441,-0.9385,0.0762,-0.0952,3.17,7.62,9.02
26,211330442,-0.9453,0.0767,-0.0825,2.20,7.32,8.96
27,211335442,-0.9434,0.0752,-0.0913,1.40,7.20,9.09
28,211340442,-0.9424,0.0737,-0.0923,0.79,6.83,9.02
29,211345556,-0.9463,0.0776,-0.0928,0.00,6.71,9.02
30,211350442,-0.9507,0.0747,-0.0938,-0.49,6.28,8.90
31,211355442,-0.9507,0.0771,-0.0947,-0.98,6.16,8.78
32,211360443,-0.9546,0.0786,-0.0923,-1.04,5.85,8.78
33,211365441,-0.9600,0.0762,-0.1011,-1.40,5.61,8.84
34,211370443,-0.9604,0.0747,-0.0908,-1.46,5.55,8.78
35,211375442,-0.9619,0.0762,-0.0938,-1.28,5.43,8.96
36,211380442,-0.9624,0.0742,-0.0903,-1.16,5.24,8.90
37,211385441,-0.9688,0.0752,-0.0967,-0.73,5.12,8.96
38,211390443,-0.9663,0.0732,-0.0977,-0.12,4.94,9.09
39,211395441,-0.9702,0.0698,-0.1006,0.55,4.94,9.21
40,211400442,-0.9683,0.0708,-0.0952,1.52,4.63,9.27
41,211405442,-0.9683,0.0732,-0.1021,2.50,4.63,9.45
42,211410442,-0.9707,0.0708,-0.0962,3.66,4.51,9.57
43,211415442,-0.9648,0.0752,-0.1074,5.18,4.27,9.88
44,211420640,-0.9600,0.0679,-0.0991,6.65,4.39,10.00
45,211425443,-0.9639,0.0708,-0.1084,8.29,4.15,10.18
46,211430442,-0.9653,0.0723,-0.1069,9.88,4.09,10.37
47,211435442,-0.9614,0.0732,-0.1055,11.46,4.15,10.55
48,211440442,-0.9595,0.0723,-0.1040,13.05,4.02,10.73
49,211445441,-0.9561,0.0742,-0.1113,14.51,3.96,10.85
50,211450442,-0.9565,0.0713,-0.1094,15.91,3.84,10.98
51,211455442,-0.9531,0.0762,-0.1069,17.26,3.72,11.04
52,211460442,-0.9561,0.0747,-0.1113,18.35,3.72,11.04
53,211465441,-0.9551,0.0732,-0.1123,19.45,3.41,11.10
54,211470442,-0.9561,0.0732,-0.1152,20.24,3.17,11.04
55,211475442,-0.9536,0.0747,-0.1143,20.98,3.17,11.04
