# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,1220866104,0.7686,-0.5869,-0.0566,3.05,11.10,4.15
1,1220870991,0.7695,-0.5894,-0.0542,2.56,10.98,4.33
2,1220875987,0.7734,-0.5928,-0.0610,2.32,10.98,4.51
3,1220880987,0.7769,-0.5903,-0.0552,1.83,10.61,4.63
4,1220885985,0.7788,-0.5942,-0.0518,1.52,10.49,4.76
5,1220890985,0.7822,-0.5918,-0.0547,1.16,10.30,4.88
6,1220895985,0.7817,-0.5981,-0.0488,1.04,10.24,4.94
7,1220900985,0.7842,-0.5903,-0.0566,0.73,9.94,5.12
8,1220905987,0.7798,-0.5884,-0.0537,0.49,9.94,5.30
9,1220910988,0.7832,-0.5898,-0.0591,0.49,9.63,5.37
10,1220915987,0.7778,-0.5903,-0.0557,0.24,9.51,5.61
11,1220920987,0.7871,-0.5845,-0.0542,0.30,9.45,5.67
12,1220925986,0.7812,-0.5859,-0.0503,0.24,9.21,5.73
13,1220930987,0.7856,-0.5845,-0.0479,0.49,8.96,5.73
14,1220935985,0.7896,-0.5908,-0.0439,0.61,8.72,5.85
15,1220940989,0.7905,-0.5894,-0.0371,1.04,8.60,5.91
16,1220945986,0.7900,-0.5947,-0.0371,1.46,8.48,5.98
17,1220950987,0.7954,-0.5933,-0.0396,2.07,8.29,6.04
18,1220955986,0.7949,-0.5977,-0.0293,2.87,8.05,6.16
19,1220960988,0.7993,-0.6001,-0.0312,3.54,7.87,6.22
20,1220965985,0.7954,-0.6025,-0.0293,4.63,7.62,6.16
21,1220970986,0.7939,-0.6016,-0.0308,5.67,7.32,6.16
22,1220975987,0.7881,-0.6030,-0.0327,6.83,7.01,6.16
23,1220980987,0.7881,-0.5952,-0.0269,7.62,7.01,6.04
24,1220985987,0.7837,-0.5977,-0.0239,8.41,6.59,6.04
25,1220990986,0.7798,-0.5918,-0.0220,9.09,6.52,5.79
26,1220995989,0.7812,-0.5981,-0.0244,9.45,6.10,5.55
27,1221000985,0.7817,-0.5996,-0.0171,9.63,5.79,5.30
28,1221005987,0.7803,-0.5977,-0.0088,9.76,5.49,5.18
29,1221010986,0.7827,-0.6011,-0.0083,9.94,5.43,5.06
30,1221015987,0.7827,-0.6050,-0.0049,9.88,5.24,4.82
31,1221020985,0.7871,-0.6079,-0.0015,9.76,5.00,4.70
32,1221025985,0.7866,-0.6064,-0.0024,9.39,4.70,4.63
33,1221031466,0.7896,-0.6094,0.0005,9.02,4.39,4.33
34,1221035987,0.7876,-0.6143,0.0000,8.41,4.27,4.02
35,1221040986,0.7881,-0.6157,0.0078,7.68,4.09,3.90
36,1221046508,0.7852,-0.6172,0.0073,7.01,3.84,3.84
37,1221050987,0.7852,-0.6226,0.0054,6.28,3.72,3.72
38,1221055988,0.7852,-0.6274,-0.0020,5.61,3.66,3.60
39,1221060987,0.7837,-0.6279,0.0088,4.82,3.29,3.54
40,1221065987,0.7842,-0.6284,0.0083,4.33,3.17,3.54
41,1221070987,0.7817,-0.6294,0.0156,3.78,2.99,3.54
42,1221075988,0.7803,-0.6294,0.0161,3.29,2.68,3.60
43,1221080987,0.7773,-0.6372,0.0176,2.93,2.50,3.60
44,1221085986,0.7798,-0.6313,0.0127,2.74,2.26,3.72
45,1221090987,0.7769,-0.6348,0.0137,2.56,2.07,3.72
46,1221095988,0.7764,-0.6333,0.0112,2.38,1.83,3.84
47,1221100987,0.7778,-0.6328,0.0137,2.26,1.65,4.02
48,1221105985,0.7729,-0.6367,0.0151,2.26,1.46,4.15
49,1221111174,0.7720,-0.6328,0.0161,2.50,1.22,4.27
50,1221115989,0.7700,-0.6289,0.0186,2.68,1.10,4.39
51,1221120986,0.7690,-0.6333,0.0156,2.87,0.67,4.57
52,1221125987,0.7666,-0.6328,0.0127,3.23,0.61,4.70
53,1221130987,0.7681,-0.6309,0.0059,3.60,0.37,4.82
54,1221135987,0.7671,-0.6235,0.0083,3.84,0.12,5.00
55,1221140986,0.7686,-0.6299,0.0059,4.15,-0.06,5.06
56,1221145985,0.7671,-0.6265,0.0054,4.63,-0.24,5.18
57,1221150989,0.7686,-0.6289,0.0020,4.88,-0.61,5.30
58,1221155989,0.7656,-0.6250,0.0039,5.18,-0.85,5.49
59,1221160987,0.7651,-0.6216,0.0039,5.37,-1.22,5.49
60,1221165987,0.7637,-0.6201,-0.0010,5.43,-1.40,5.61
61,1221170987,0.7612,-0.6152,-0.0039,5.43,-1.65,5.67
62,1221175986,0.7617,-0.6177,-0.0010,5.43,-1.89,5.67
63,1221180988,0.7598,-0.6128,-0.0054,5.06,-2.13,5.79
64,1221185985,0.7573,-0.6133,-0.0088,4.76,-2.56,5.79
65,1221190986,0.7617,-0.6089,-0.0049,4.27,-2.74,5.85
66,1221195986,0.7598,-0.6104,-0.0029,3.78,-3.11,5.79
67,1221200991,0.7617,-0.6089,-0.0122,3.05,-3.29,5.73
68,1221205986,0.7583,-0.6069,-0.0088,2.50,-3.35,5.73
69,1221210985,0.7642,-0.6099,-0.0112,1.77,-3.78,5.73
70,1221215987,0.7666,-0.6143,-0.0112,1.22,-3.90,5.67
71,1221220987,0.7676,-0.6118,-0.0103,0.49,-4.21,5.73
72,1221225988,0.7705,-0.6157,-0.0122,0.06,-4.39,5.67
73,1221230987,0.7744,-0.6187,-0.0176,-0.24,-4.33,5.73
74,1221236087,0.7744,-0.6226,-0.0151,-0.37,-4.82,5.85
75,1221240987,0.7778,-0.6274,-0.0171,-0.37,-4.76,5.85
76,1221245986,0.7764,-0.6328,-0.0225,-0.24,-5.12,6.10
77,1221250987,0.7798,-0.6338,-0.0186,0.18,-5.37,6.34
78,1221255987,0.7793,-0.6313,-0.0229,0.61,-5.49,6.52
79,1221260988,0.7783,-0.6353,-0.0195,1.04,-5.55,6.65
80,1221265985,0.7754,-0.6328,-0.0225,1.59,-5.67,6.89
81,1221271524,0.7744,-0.6323,-0.0273,2.07,-5.91,7.13
82,1221276345,0.7725,-0.6338,-0.0273,2.44,-5.98,7.20
83,1221280988,0.7715,-0.6299,-0.0273,2.68,-6.10,7.32
84,1221285987,0.7627,-0.6260,-0.0298,2.68,-6.22,7.38
85,1221291013,0.7642,-0.6255,-0.0259,2.50,-6.34,7.38
86,1221295987,0.7637,-0.6211,-0.0293,2.07,-6.52,7.38
