# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,115254515,0.3472,0.8936,0.0249,14.51,7.38,6.16
1,115259519,0.3447,0.8833,0.0229,14.70,8.17,6.16
2,115264518,0.3413,0.8804,0.0142,14.88,9.15,5.91
3,115269514,0.3477,0.8818,0.0215,14.82,10.06,5.61
4,115274516,0.3501,0.8823,0.0210,14.57,10.91,5.30
5,115279716,0.3501,0.8926,0.0229,13.96,11.89,5.00
6,115284516,0.3501,0.8989,0.0215,13.48,12.62,4.82
7,115289515,0.3501,0.9072,0.0112,12.74,13.48,4.57
8,115294514,0.3496,0.9160,0.0220,11.83,14.09,4.45
9,115299518,0.3545,0.9243,0.0195,11.10,14.88,4.33
10,115304515,0.3608,0.9287,0.0342,10.18,15.55,4.39
11,115309516,0.3721,0.9355,0.0371,9.39,16.28,4.51
12,115314516,0.3848,0.9419,0.0435,8.60,16.89,4.63
13,115319555,0.3926,0.9404,0.0605,7.56,17.44,5.00
14,115324516,0.3960,0.9399,0.0791,6.59,18.05,5.30
15,115329516,0.4023,0.9375,0.1011,5.12,18.35,5.91
16,115334514,0.4238,0.9385,0.1226,3.35,18.66,6.28
17,115339516,0.4404,0.9346,0.1401,1.40,18.96,6.89
18,115344515,0.4487,0.9419,0.1626,-0.61,19.09,7.26
19,115349639,0.4639,0.9390,0.1904,-2.99,19.27,7.87
20,115354579,0.4653,0.9365,0.2085,-5.30,19.15,8.48
21,115359518,0.4526,0.9351,0.2300,-8.17,19.09,9.21
22,115364518,0.4390,0.9326,0.2456,-10.30,18.84,9.70
23,115369515,0.4141,0.9268,0.2646,-12.87,18.60,10.43
24,115374516,0.3921,0.9170,0.2407,-15.30,18.11,11.40
25,115379516,0.3628,0.9282,0.2451,-17.50,17.50,12.44
26,115384516,0.3550,0.9141,0.2476,-19.39,17.20,13.48
27,115389515,0.3442,0.9165,0.2358,-20.55,16.89,14.88
28,115394518,0.3257,0.9189,0.2354,-21.52,16.52,16.46
29,115399514,0.3188,0.9229,0.2266,-22.01,15.85,18.05
30,115404514,0.3174,0.9209,0.2251,-22.26,15.55,19.70
31,115409516,0.3188,0.9243,0.2227,-21.95,15.18,21.59
32,115414516,0.3218,0.9229,0.2202,-21.46,14.63,23.35
33,115419516,0.3325,0.9160,0.2256,-20.79,14.15,25.06
34,115424517,0.3496,0.9043,0.2349,-20.00,13.60,26.83
35,115429516,0.3740,0.8989,0.2349,-19.57,13.17,28.29
36,115434517,0.4019,0.8921,0.2344,-19.21,12.74,29.39
37,115439514,0.4277,0.8901,0.2490,-19.21,12.26,30.30
38,115444517,0.4600,0.8936,0.2490,-19.02,11.83,30.79
39,115450043,0.4961,0.8979,0.2578,-19.51,11.22,30.98
40,115454516,0.5229,0.9028,0.2646,-19.70,11.16,30.73
41,115459515,0.5596,0.9038,0.2651,-20.00,10.61,30.12
42,115464516,0.5850,0.9111,0.2749,-20.37,10.37,29.27
43,115469514,0.6123,0.9214,0.2905,-20.43,9.94,28.23
44,115474516,0.6270,0.9238,0.2920,-20.30,9.70,27.26
45,115479514,0.6367,0.9243,0.2876,-19.70,9.45,26.22
46,115484515,0.6436,0.9214,0.2925,-18.66,9.15,25.18
47,115489516,0.6523,0.9209,0.3003,-17.20,8.90,24.27
48,115494514,0.6636,0.9214,0.2998,-15.37,8.54,23.48
49,115499515,0.6709,0.9199,0.3047,-13.11,8.48,22.99
50,115504514,0.6772,0.9087,0.3057,-10.61,8.11,22.38
51,115509516,0.6870,0.9043,0.3052,-7.74,8.05,22.07
52,115514517,0.6958,0.8936,0.3081,-4.63,7.80,21.59
53,115519517,0.7061,0.8940,0.3047,-1.40,7.80,21.22
54,115524516,0.7192,0.8916,0.2993,1.65,7.68,20.73
55,115529516,0.7295,0.8857,0.2974,4.45,7.56,20.18
56,115534517,0.7397,0.8784,0.2974,7.07,7.32,19.82
57,115539516,0.7529,0.8726,0.3057,9.02,7.20,19.27
58,115544515,0.7578,0.8638,0.3057,10.73,7.26,18.72
59,115549516,0.7646,0.8530,0.3115,11.83,7.20,18.23
60,115554516,0.7710,0.8330,0.3130,12.20,7.20,17.62
61,115559516,0.7744,0.8101,0.3145,11.89,7.20,17.32
62,115564515,0.7690,0.7866,0.3301,10.91,7.32,17.01
63,115569516,0.7637,0.7642,0.3330,9.27,7.32,16.77
64,115574516,0.7622,0.7373,0.3438,6.89,7.32,16.40
65,115579517,0.7559,0.7153,0.3560,4.02,7.38,16.16
66,115584515,0.7583,0.6914,0.3701,0.30,7.50,15.67
67,115589516,0.7588,0.6758,0.3877,-3.96,7.74,15.18
68,115594517,0.7612,0.6621,0.4014,-8.66,7.68,14.76
69,115599514,0.7686,0.6543,0.4043,-13.90,7.80,14.02
70,115604514,0.7729,0.6504,0.4058,-19.63,7.80,13.17
71,115609514,0.7764,0.6543,0.4048,-25.30,7.74,12.32
72,115614516,0.7812,0.6685,0.4048,-31.28,7.68,11.28
73,115619517,0.7856,0.6836,0.3848,-36.95,7.50,10.18
74,115624516,0.7949,0.7070,0.3760,-42.01,7.50,9.02
75,115629518,0.7827,0.7026,0.3726,-46.28,7.38,8.17
76,115634516,0.7788,0.7158,0.3560,-49.70,7.32,7.38
77,115639516,0.7690,0.7446,0.3540,-52.20,7.50,6.71
78,115644517,0.7695,0.7271,0.3877,-54.02,7.87,5.91
79,115649515,0.7754,0.7178,0.3999,-54.82,8.17,5.37
80,115654516,0.7773,0.7231,0.4116,-55.00,8.66,4.94
81,115659515,0.7808,0.7246,0.4233,-54.27,9.39,4.76
82,115664516,0.7812,0.7236,0.4292,-52.68,10.18,4.63
83,115669514,0.7886,0.7202,0.4448,-50.37,10.98,4.45
84,115674516,0.7856,0.7114,0.4473,-47.68,11.83,4.51
85,115679515,0.7871,0.7017,0.4136,-45.06,12.62,4.70
86,115684516,0.7729,0.6963,0.4429,-42.80,13.72,5.06
87,115689516,0.7583,0.6973,0.4604,-41.46,14.63,5.91
88,115694516,0.7480,0.7070,0.3765,-41.16,15.43,6.65
89,115699514,0.7725,0.7432,0.4463,-41.77,16.52,7.32
90,115704539,0.8066,0.7612,0.3857,-41.10,16.71,7.07
91,115709516,0.8091,0.7666,0.3667,-40.49,16.04,6.71
92,115714516,0.8198,0.8584,0.4287,-39.45,16.16,5.98
93,115719514,0.8335,0.8057,0.4619,-37.26,16.04,5.12
94,115724983,0.8149,0.7554,0.4985,-33.96,14.94,4.33
95,115729516,0.8184,0.6831,0.4038,-31.71,14.02,4.21
96,115734516,0.7954,0.6797,0.4834,-28.84,13.54,4.27
97,115739516,0.7793,0.6895,0.5151,-25.98,13.54,4.39
98,115744519,0.7646,0.6885,0.4531,-23.11,13.17,4.82
