# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,787813087,0.2109,0.8374,-0.3149,2.01,42.44,-12.87
1,787818093,0.2090,0.8374,-0.3159,1.77,42.80,-13.05
2,787823086,0.2114,0.8384,-0.3164,1.46,43.11,-13.17
3,787828087,0.2124,0.8364,-0.3145,0.98,43.41,-13.35
4,787833085,0.2109,0.8369,-0.3071,0.49,43.60,-13.54
5,787838085,0.2124,0.8384,-0.3022,0.12,43.66,-13.78
6,787843085,0.2090,0.8398,-0.2979,-0.43,43.84,-13.90
7,787848256,0.2114,0.8379,-0.2998,-0.73,43.96,-14.02
8,787853088,0.2119,0.8384,-0.2920,-0.79,44.15,-14.27
9,787858086,0.2085,0.8389,-0.2915,-1.10,44.09,-14.45
10,787863087,0.2144,0.8413,-0.2832,-1.04,44.09,-14.63
11,787868088,0.2192,0.8433,-0.2793,-1.10,44.21,-14.94
12,787873128,0.2148,0.8486,-0.2793,-1.22,44.15,-15.06
13,787878086,0.2109,0.8564,-0.2769,-1.28,44.02,-15.37
14,787883088,0.2104,0.8545,-0.2812,-1.65,43.84,-15.43
15,787888087,0.2036,0.8618,-0.2754,-1.83,43.78,-15.49
16,787893087,0.2017,0.8667,-0.2681,-2.07,43.41,-15.55
17,787898086,0.1997,0.8730,-0.2661,-2.32,43.29,-15.61
18,787903088,0.1963,0.8730,-0.2666,-2.32,43.11,-15.61
19,787908086,0.1982,0.8745,-0.2705,-2.50,42.87,-15.49
20,787913085,0.1909,0.8823,-0.2642,-2.50,42.68,-15.49
21,787918085,0.1831,0.8823,-0.2588,-2.38,42.50,-15.49
22,787923087,0.1860,0.8848,-0.2544,-2.26,42.13,-15.30
23,787928329,0.1885,0.8906,-0.2559,-1.83,41.77,-15.18
24,787933087,0.1885,0.8916,-0.2544,-1.59,41.52,-15.12
