# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,331891984,-0.6992,-0.6064,-0.2861,-43.05,-38.84,-34.39
1,331896984,-0.6958,-0.6079,-0.2852,-43.72,-38.41,-34.15
2,331901986,-0.6948,-0.6074,-0.2900,-44.15,-38.35,-33.84
3,331906984,-0.6875,-0.6035,-0.2852,-44.45,-38.17,-33.54
4,331911984,-0.6748,-0.6045,-0.2891,-44.70,-38.11,-33.05
5,331916984,-0.6724,-0.6050,-0.2881,-44.57,-38.11,-32.68
6,331921985,-0.6641,-0.6084,-0.2876,-44.15,-37.87,-32.32
7,331926984,-0.6567,-0.6123,-0.2822,-43.48,-37.87,-31.89
8,331931986,-0.6528,-0.6064,-0.2866,-42.56,-37.99,-31.34
9,331936984,-0.6470,-0.6035,-0.2871,-41.46,-38.11,-30.79
10,331941984,-0.6436,-0.6040,-0.2886,-39.94,-38.17,-30.43
11,331946986,-0.6382,-0.6016,-0.2891,-38.17,-38.41,-29.88
12,331951984,-0.6396,-0.6084,-0.2964,-36.28,-38.72,-29.45
13,331956983,-0.6416,-0.6108,-0.2959,-34.02,-39.02,-29.09
14,331961984,-0.6362,-0.6113,-0.2964,-31.95,-39.27,-28.54
15,331966984,-0.6440,-0.6143,-0.3003,-29.51,-39.76,-27.87
16,331971984,-0.6431,-0.6172,-0.3008,-27.13,-40.00,-27.26
17,331976984,-0.6465,-0.6201,-0.3008,-24.82,-40.55,-26.71
18,331981984,-0.6509,-0.6221,-0.3062,-22.38,-40.79,-26.04
19,331986984,-0.6528,-0.6304,-0.3062,-20.18,-41.22,-25.43
20,331991984,-0.6494,-0.6353,-0.3047,-17.80,-41.71,-24.82
21,331996984,-0.6543,-0.6333,-0.3032,-15.61,-42.13,-24.15
22,332001984,-0.6567,-0.6328,-0.3071,-13.54,-42.50,-23.72
23,332006984,-0.6641,-0.6353,-0.3105,-11.10,-42.87,-23.17
