# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,284994514,0.3462,0.9268,0.3140,7.62,-6.04,4.39
1,284999520,0.3491,0.9253,0.3120,7.38,-5.85,4.33
2,285004516,0.3462,0.9282,0.3101,7.26,-5.67,4.21
3,285009518,0.3447,0.9302,0.3101,7.01,-5.55,4.15
4,285014515,0.3486,0.9263,0.3115,6.77,-5.43,4.02
5,285019515,0.3467,0.9238,0.3120,6.40,-5.37,4.02
6,285024516,0.3467,0.9258,0.3130,6.22,-5.06,3.72
7,285029516,0.3442,0.9224,0.3096,5.79,-4.82,3.84
8,285034516,0.3496,0.9258,0.3105,5.55,-4.57,3.54
9,285039515,0.3452,0.9312,0.3159,5.24,-4.51,3.48
10,285044516,0.3506,0.9268,0.3081,5.18,-4.21,3.41
11,285049516,0.3477,0.9209,0.3164,4.76,-4.09,3.35
12,285054516,0.3501,0.9243,0.3110,4.45,-3.66,3.23
13,285059515,0.3511,0.9297,0.3066,4.21,-3.60,3.23
14,285064516,0.3535,0.9243,0.3096,3.78,-3.48,3.05
15,285069902,0.3467,0.9248,0.3032,3.41,-3.29,3.05
16,285074517,0.3491,0.9224,0.3062,2.99,-3.23,2.93
17,285079516,0.3530,0.9229,0.3091,2.68,-3.05,2.74
18,285084516,0.3550,0.9229,0.3037,2.38,-2.93,2.74
19,285089514,0.3540,0.9248,0.3135,2.13,-2.99,2.68
20,285094516,0.3525,0.9243,0.3052,2.01,-2.93,2.56
21,285099516,0.3540,0.9214,0.3071,1.83,-2.87,2.62
22,285104515,0.3516,0.9194,0.3013,1.83,-2.80,2.50
23,285109516,0.3491,0.9209,0.3057,1.83,-2.74,2.44
24,285114515,0.3481,0.9175,0.3101,2.01,-2.68,2.56
25,285119915,0.3501,0.9189,0.3032,2.07,-2.56,2.44
