# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,80144787,0.7646,-0.5415,-0.2798,-2.50,11.89,5.43
1,80149789,0.7705,-0.5420,-0.2812,-2.50,11.95,5.55
2,80154789,0.7725,-0.5459,-0.2793,-2.38,11.65,5.67
3,80159786,0.7744,-0.5469,-0.2817,-2.38,11.59,5.85
4,80164788,0.7759,-0.5522,-0.2837,-2.26,11.46,6.10
5,80169786,0.7783,-0.5508,-0.2788,-1.89,11.34,6.16
6,80174789,0.7788,-0.5508,-0.2778,-1.89,11.04,6.28
7,80179786,0.7788,-0.5532,-0.2744,-1.52,11.04,6.34
8,80184788,0.7754,-0.5542,-0.2749,-1.46,10.85,6.40
9,80189785,0.7764,-0.5552,-0.2681,-1.16,10.79,6.40
10,80194791,0.7710,-0.5542,-0.2671,-0.91,10.61,6.52
11,80199787,0.7690,-0.5552,-0.2656,-0.73,10.49,6.71
12,80204787,0.7690,-0.5537,-0.2705,-0.43,10.43,6.65
13,80209785,0.7642,-0.5542,-0.2666,-0.18,10.24,6.65
14,80214785,0.7622,-0.5469,-0.2720,-0.12,10.00,6.40
15,80219789,0.7549,-0.5439,-0.2656,0.06,9.88,6.40
16,80224787,0.7534,-0.5420,-0.2612,0.24,9.51,6.28
17,80229787,0.7534,-0.5469,-0.2661,0.37,9.39,6.16
18,80234788,0.7515,-0.5488,-0.2681,0.49,9.09,5.85
19,80239787,0.7490,-0.5449,-0.2661,0.55,8.96,5.73
20,80244786,0.7451,-0.5430,-0.2642,0.67,8.72,5.49
21,80249785,0.7456,-0.5400,-0.2617,0.49,8.29,5.18
22,80254788,0.7471,-0.5386,-0.2666,0.61,8.11,4.88
23,80259787,0.7427,-0.5391,-0.2612,0.73,7.74,4.33
24,80264785,0.7461,-0.5361,-0.2612,0.79,7.62,3.78
25,80269788,0.7383,-0.5361,-0.2554,1.10,7.20,3.35
26,80274787,0.7358,-0.5371,-0.2544,1.46,7.20,2.74
27,80279787,0.7373,-0.5400,-0.2617,1.95,6.83,2.13
28,80284785,0.7339,-0.5454,-0.2549,2.80,6.52,1.59
29,80289789,0.7363,-0.5483,-0.2524,3.72,6.28,0.98
30,80294786,0.7349,-0.5576,-0.2544,5.00,6.22,0.37
31,80299787,0.7349,-0.5679,-0.2515,6.40,5.91,-0.30
32,80304787,0.7319,-0.5737,-0.2495,7.99,5.55,-0.85
33,80309786,0.7329,-0.5752,-0.2437,9.51,5.55,-1.52
34,80315110,0.7344,-0.5815,-0.2461,11.34,5.30,-2.13
35,80319787,0.7363,-0.5845,-0.2500,12.56,4.94,-2.62
36,80324786,0.7334,-0.5859,-0.2500,14.02,4.82,-3.11
37,80329789,0.7329,-0.5898,-0.2417,15.37,4.51,-3.66
38,80334787,0.7319,-0.5859,-0.2363,16.40,4.27,-4.27
39,80339785,0.7388,-0.5869,-0.2358,17.13,4.09,-4.76
40,80344786,0.7354,-0.5825,-0.2319,17.93,3.78,-5.49
41,80349787,0.7358,-0.5811,-0.2295,18.29,3.66,-6.16
42,80354786,0.7349,-0.5801,-0.2197,18.48,3.35,-6.71
43,80359787,0.7275,-0.5786,-0.2163,18.54,3.17,-7.38
44,80364785,0.7358,-0.5796,-0.2124,18.35,3.05,-7.93
45,80369788,0.7358,-0.5708,-0.2095,18.05,2.80,-8.72
46,80374787,0.7314,-0.5723,-0.2153,17.62,2.68,-9.33
47,80379786,0.7349,-0.5713,-0.2114,17.13,2.32,-9.88
48,80384788,0.7310,-0.5757,-0.2065,16.71,2.20,-10.67
49,80389787,0.7310,-0.5801,-0.2065,16.28,2.07,-11.28
50,80394787,0.7314,-0.5776,-0.2124,15.73,1.89,-11.83
51,80399786,0.7373,-0.5811,-0.2114,15.30,1.65,-12.20
52,80405143,0.7378,-0.5801,-0.2070,14.76,1.46,-12.68
53,80409787,0.7354,-0.5806,-0.2100,14.33,1.22,-13.29
54,80414787,0.7407,-0.5742,-0.2139,13.78,0.98,-13.72
55,80419787,0.7407,-0.5747,-0.2124,13.29,0.73,-14.09
56,80424786,0.7412,-0.5786,-0.2168,12.74,0.43,-14.39
57,80429787,0.7451,-0.5728,-0.2212,12.20,0.18,-14.88
58,80434785,0.7476,-0.5767,-0.2227,11.40,-0.06,-15.06
59,80439787,0.7480,-0.5723,-0.2173,10.73,-0.18,-15.49
60,80444787,0.7500,-0.5693,-0.2236,10.12,-0.43,-15.67
61,80449789,0.7515,-0.5640,-0.2119,9.39,-0.67,-15.91
62,80454786,0.7520,-0.5640,-0.2129,8.60,-0.85,-16.16
63,80459787,0.7534,-0.5596,-0.2178,7.80,-0.98,-16.40
64,80464786,0.7539,-0.5581,-0.2104,7.32,-1.10,-16.52
65,80469790,0.7554,-0.5532,-0.2124,6.65,-1.10,-16.65
66,80474791,0.7627,-0.5571,-0.2153,6.28,-1.40,-16.83
67,80479786,0.7632,-0.5532,-0.2183,5.91,-1.46,-16.89
68,80484787,0.7734,-0.5532,-0.2261,5.79,-1.59,-16.89
69,80489787,0.7764,-0.5508,-0.2319,5.67,-1.71,-16.89
70,80494785,0.7842,-0.5518,-0.2354,5.67,-1.59,-16.89
71,80499787,0.7905,-0.5581,-0.2378,5.98,-1.77,-16.65
72,80504785,0.7910,-0.5537,-0.2412,6.28,-1.95,-16.46
73,80509786,0.7979,-0.5542,-0.2451,6.40,-1.89,-16.40
74,80514789,0.7998,-0.5522,-0.2476,6.71,-2.01,-16.10
75,80519786,0.7983,-0.5459,-0.2397,6.89,-2.07,-15.98
76,80524788,0.8018,-0.5415,-0.2393,6.89,-2.38,-15.73
77,80529787,0.7983,-0.5332,-0.2402,6.83,-2.26,-15.55
78,80534785,0.7983,-0.5298,-0.2432,6.52,-2.20,-15.30
79,80539789,0.7939,-0.5210,-0.2456,6.22,-2.20,-15.12
80,80544786,0.7935,-0.5190,-0.2510,5.79,-2.26,-14.94
81,80549787,0.7974,-0.5137,-0.2524,5.12,-2.20,-14.76
82,80554787,0.7920,-0.5073,-0.2554,4.45,-2.13,-14.39
83,80559787,0.7910,-0.5000,-0.2573,3.78,-2.13,-14.21
84,80564786,0.7920,-0.4937,-0.2603,3.05,-2.07,-13.96
85,80569787,0.7866,-0.4897,-0.2637,2.13,-2.26,-13.66
86,80574913,0.7856,-0.4814,-0.2656,1.10,-2.13,-13.35
87,80579787,0.7827,-0.4761,-0.2695,0.06,-2.26,-13.05
88,80584787,0.7773,-0.4722,-0.2720,-1.04,-2.20,-12.74
89,80589787,0.7783,-0.4580,-0.2715,-2.38,-2.38,-12.38
90,80594786,0.7744,-0.4531,-0.2739,-3.60,-2.44,-12.07
91,80599787,0.7681,-0.4448,-0.2759,-5.12,-2.50,-11.83
92,80604787,0.7661,-0.4375,-0.2764,-6.59,-2.62,-11.40
93,80609787,0.7632,-0.4282,-0.2817,-8.11,-2.74,-10.91
94,80614786,0.7651,-0.4219,-0.2847,-9.82,-2.68,-10.61
95,80619787,0.7627,-0.4077,-0.2891,-11.59,-2.93,-10.24
96,80624786,0.7603,-0.4009,-0.2905,-13.35,-3.05,-9.70
97,80629788,0.7603,-0.3940,-0.2837,-15.18,-3.29,-9.33
98,80635059,0.7563,-0.3828,-0.2866,-17.07,-3.29,-8.78
99,80639787,0.7524,-0.3843,-0.2798,-18.84,-3.54,-8.35
100,80644786,0.7563,-0.3784,-0.2866,-20.79,-3.84,-7.68
101,80649789,0.7554,-0.3667,-0.2842,-22.80,-3.90,-7.07
102,80654786,0.7456,-0.3579,-0.3174,-24.94,-4.27,-6.52
103,80659787,0.7412,-0.3496,-0.3057,-27.62,-4.57,-5.98
104,80664786,0.7363,-0.3535,-0.2793,-30.30,-4.94,-5.24
105,80669787,0.7441,-0.3613,-0.2671,-33.05,-5.18,-4.57
106,80674785,0.7505,-0.3569,-0.2686,-35.61,-5.24,-3.78
107,80679785,0.7559,-0.3535,-0.2720,-38.23,-5.61,-2.93
108,80684787,0.7651,-0.3345,-0.2847,-41.34,-5.91,-2.07
109,80689787,0.7524,-0.3174,-0.2988,-44.70,-6.46,-1.28
110,80694789,0.7471,-0.3438,-0.2944,-48.05,-6.89,-0.30
111,80699828,0.7271,-0.3530,-0.2725,-51.46,-7.50,0.67
112,80704787,0.7231,-0.3457,-0.2773,-54.88,-7.93,1.77
113,80709787,0.7241,-0.3379,-0.2827,-58.35,-8.35,2.68
114,80714787,0.7285,-0.3237,-0.2798,-61.95,-8.96,3.78
115,80719787,0.7314,-0.3188,-0.2725,-65.67,-9.45,4.88
116,80724788,0.7466,-0.3188,-0.2837,-69.63,-9.94,5.98
117,80729787,0.7393,-0.3208,-0.2920,-73.60,-10.55,6.95
118,80734785,0.7256,-0.3198,-0.2832,-76.95,-11.16,7.87
119,80739788,0.6968,-0.3188,-0.2832,-82.01,-11.95,9.27
120,80744787,0.6973,-0.2993,-0.2832,-85.37,-12.44,10.18
121,80749787,0.6816,-0.3115,-0.2710,-90.67,-13.35,11.59
122,80754787,0.6914,-0.3228,-0.2700,-94.02,-13.90,12.50
123,80759787,0.7051,-0.3369,-0.2754,-98.17,-14.39,13.72
124,80764785,0.7231,-0.3477,-0.2891,-102.32,-15.06,15.06
125,80769789,0.7314,-0.3467,-0.2803,-106.52,-15.73,16.40
126,80774786,0.7456,-0.3442,-0.2861,-110.98,-16.46,17.68
127,80779787,0.7490,-0.3511,-0.2939,-115.55,-17.26,18.90
128,80785209,0.7549,-0.3643,-0.3013,-121.16,-18.17,20.61
129,80789787,0.7583,-0.3667,-0.2944,-124.88,-18.66,21.65
130,80794787,0.7729,-0.3838,-0.3018,-129.51,-19.63,22.99
131,80799787,0.7798,-0.3984,-0.3188,-134.02,-20.49,24.45
132,80804787,0.7842,-0.4048,-0.3218,-138.05,-21.46,25.98
133,80809787,0.7930,-0.4141,-0.3364,-141.83,-22.56,27.44
134,80814787,0.7935,-0.4292,-0.3501,-145.24,-23.72,29.15
135,80819787,0.7998,-0.4434,-0.3574,-147.99,-25.06,30.79
136,80824786,0.8032,-0.4409,-0.3696,-150.49,-26.22,32.62
137,80829787,0.8145,-0.4409,-0.3726,-152.50,-27.68,34.39
138,80834786,0.8164,-0.4346,-0.3965,-154.39,-29.02,36.16
139,80839787,0.8218,-0.4263,-0.4209,-155.73,-30.43,37.80
140,80844785,0.8198,-0.4268,-0.4414,-157.07,-32.07,39.51
