# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,267045442,0.8965,0.2378,0.3555,3.90,-10.00,57.38
1,267050445,0.8970,0.2363,0.3623,1.71,-9.45,56.83
2,267055441,0.9028,0.2373,0.3599,-0.37,-8.96,56.65
3,267060442,0.9111,0.2300,0.3594,-2.38,-8.35,56.16
4,267065440,0.9106,0.2261,0.3633,-4.21,-7.62,55.98
5,267070440,0.9155,0.2241,0.3579,-5.91,-7.20,55.85
6,267075442,0.9087,0.2246,0.3550,-7.38,-6.71,55.73
7,267080442,0.9087,0.2207,0.3521,-8.60,-6.28,55.61
8,267085442,0.9043,0.2153,0.3506,-9.76,-5.85,55.67
9,267090441,0.9048,0.2144,0.3506,-10.73,-5.30,55.67
10,267095442,0.9043,0.2139,0.3496,-11.46,-4.82,55.79
11,267100441,0.9116,0.2095,0.3496,-12.32,-4.39,55.91
12,267105440,0.9126,0.2090,0.3452,-12.93,-4.02,56.16
13,267110441,0.9160,0.2056,0.3481,-13.35,-3.48,56.28
14,267115442,0.9150,0.2085,0.3501,-13.90,-3.11,56.46
15,267120443,0.9150,0.2007,0.3438,-14.33,-2.68,56.65
16,267125442,0.9214,0.2026,0.3491,-14.88,-2.20,56.83
17,267130441,0.9248,0.2036,0.3491,-15.49,-1.77,57.20
18,267135442,0.9248,0.2031,0.3521,-15.79,-1.22,57.32
19,267140441,0.9165,0.1987,0.3457,-16.16,-0.91,57.68
20,267145442,0.9248,0.2017,0.3550,-16.34,-0.37,57.93
21,267150829,0.9468,0.1997,0.3589,-16.16,-0.12,58.41
22,267155442,0.9517,0.1890,0.3501,-15.79,0.37,59.09
23,267160441,0.9502,0.1831,0.3623,-15.06,0.79,59.76
24,267165442,0.9375,0.1802,0.3594,-14.15,1.10,60.55
25,267170442,0.9243,0.1826,0.3521,-13.17,1.34,61.34
26,267175442,0.9229,0.1807,0.3604,-12.13,1.46,62.13
27,267180443,0.9326,0.1787,0.3594,-11.04,2.01,63.11
28,267185442,0.9375,0.1777,0.3652,-10.18,2.13,63.96
29,267190441,0.9434,0.1816,0.3618,-9.51,2.44,64.82
30,267195444,0.9507,0.1772,0.3638,-9.02,2.80,65.61
31,267200442,0.9590,0.1802,0.3643,-8.90,3.05,66.46
32,267205553,0.9663,0.1821,0.3696,-9.21,3.23,67.26
33,267210441,0.9756,0.1768,0.3682,-9.63,3.35,67.99
34,267215442,0.9858,0.1846,0.3765,-10.24,3.35,68.66
35,267220441,0.9990,0.1841,0.3794,-10.61,3.66,69.27
36,267225442,1.0132,0.1685,0.3823,-10.98,3.72,70.12
37,267230531,1.0195,0.1655,0.3887,-11.04,4.09,71.28
38,267235488,1.0234,0.1714,0.3901,-11.10,4.02,72.50
39,267240849,1.0264,0.1763,0.3921,-10.91,4.21,73.48
40,267245443,1.0347,0.1714,0.3965,-11.04,4.33,74.45
41,267250442,1.0474,0.1729,0.3989,-11.04,4.21,75.61
42,267255443,1.0640,0.1689,0.4194,-11.10,4.57,76.65
43,267260974,1.0718,0.1704,0.4092,-11.16,4.94,78.05
44,267265442,1.0776,0.1685,0.4111,-11.40,5.18,78.90
45,267270442,1.0815,0.1743,0.4175,-11.59,5.37,80.06
46,267275443,1.0796,0.1758,0.4170,-12.07,5.55,81.28
47,267280471,1.0801,0.1797,0.4199,-12.74,5.79,82.32
48,267285442,1.0850,0.1763,0.4263,-13.48,6.10,83.66
49,267290442,1.0830,0.1738,0.4307,-14.39,6.16,85.12
50,267295442,1.0806,0.1646,0.4277,-15.30,6.28,86.46
51,267300440,1.0762,0.1685,0.4292,-16.16,6.40,88.17
