# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,173039785,0.8721,-0.1553,-0.3179,-0.49,2.20,15.30
1,173044785,0.8711,-0.1519,-0.3169,-0.30,2.07,15.18
2,173049791,0.8716,-0.1572,-0.3130,0.06,2.13,15.24
3,173054786,0.8687,-0.1587,-0.3135,0.30,2.32,15.12
4,173059787,0.8672,-0.1621,-0.3101,0.49,2.13,15.12
5,173064785,0.8662,-0.1602,-0.3120,0.73,2.01,15.06
6,173069787,0.8726,-0.1626,-0.3125,0.91,2.13,14.94
7,173074787,0.8765,-0.1611,-0.3125,1.04,2.20,14.76
8,173079787,0.8809,-0.1665,-0.3159,0.98,2.01,14.51
9,173084785,0.8765,-0.1675,-0.3135,1.04,2.07,14.51
10,173089787,0.8804,-0.1738,-0.3101,0.98,2.07,14.39
11,173094787,0.8828,-0.1729,-0.3110,0.67,2.01,14.09
12,173099787,0.8809,-0.1768,-0.3154,0.55,1.89,13.96
13,173104785,0.8857,-0.1807,-0.3179,0.43,1.71,13.84
14,173109785,0.8887,-0.1802,-0.3198,0.18,1.71,13.72
15,173114787,0.8872,-0.1792,-0.3193,-0.06,1.83,13.35
16,173119787,0.8882,-0.1821,-0.3208,-0.12,1.77,13.17
17,173124787,0.8838,-0.1831,-0.3179,-0.37,1.77,12.93
18,173129786,0.8857,-0.1851,-0.3184,-0.73,1.71,12.68
19,173134788,0.8838,-0.1865,-0.3223,-0.85,1.77,12.44
20,173139786,0.8857,-0.1924,-0.3237,-1.04,1.59,12.13
21,173144785,0.8877,-0.1914,-0.3257,-1.28,1.71,11.95
22,173149786,0.8867,-0.1948,-0.3281,-1.34,1.46,11.52
23,173154787,0.8892,-0.1978,-0.3223,-1.59,1.52,11.28
24,173159786,0.8911,-0.1958,-0.3237,-1.71,1.46,11.04
25,173164785,0.8867,-0.2026,-0.3232,-1.89,1.46,10.67
26,173169789,0.8901,-0.2021,-0.3184,-2.07,1.34,10.30
27,173175265,0.8931,-0.2070,-0.3291,-2.26,1.34,9.88
28,173179787,0.8901,-0.2104,-0.3262,-2.26,1.40,9.63
29,173184786,0.8896,-0.2100,-0.3296,-2.38,1.34,9.33
30,173189787,0.8921,-0.2139,-0.3262,-2.50,1.22,8.96
31,173194789,0.8901,-0.2109,-0.3252,-2.38,1.28,8.60
32,173199789,0.8877,-0.2168,-0.3252,-2.38,1.16,8.29
33,173204785,0.8892,-0.2178,-0.3276,-2.38,1.10,8.05
34,173209843,0.8892,-0.2158,-0.3267,-2.44,1.04,7.62
35,173214815,0.8867,-0.2197,-0.3262,-2.68,1.04,7.32
36,173219785,0.8853,-0.2158,-0.3252,-2.74,0.85,7.01
37,173224787,0.8848,-0.2207,-0.3198,-2.99,0.91,6.71
38,173229787,0.8838,-0.2197,-0.3232,-3.29,0.73,6.34
39,173234788,0.8877,-0.2246,-0.3149,-3.78,0.73,6.16
40,173239786,0.8872,-0.2212,-0.3164,-4.27,0.73,5.79
41,173244785,0.8901,-0.2222,-0.3154,-4.76,0.61,5.49
42,173249785,0.8848,-0.2202,-0.3198,-5.43,0.55,5.12
43,173254787,0.8892,-0.2222,-0.3169,-5.98,0.43,4.82
44,173259787,0.8896,-0.2188,-0.3125,-6.52,0.43,4.57
45,173264787,0.8843,-0.2256,-0.3135,-7.20,0.37,4.39
46,173269786,0.8823,-0.2212,-0.3105,-7.74,0.43,4.02
47,173274787,0.8813,-0.2256,-0.3169,-8.23,0.37,3.84
