# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,400874514,0.7622,0.6382,-0.0361,2.01,-2.44,2.07
1,400879519,0.7632,0.6382,-0.0386,1.95,-2.44,2.13
2,400884514,0.7593,0.6387,-0.0449,2.13,-2.44,2.07
3,400889514,0.7651,0.6382,-0.0391,2.13,-2.50,2.07
4,400894516,0.7661,0.6396,-0.0396,2.07,-2.56,2.13
5,400899517,0.7632,0.6406,-0.0396,2.20,-2.50,2.26
6,400904516,0.7651,0.6396,-0.0396,2.26,-2.50,2.13
7,400909522,0.7617,0.6401,-0.0396,2.32,-2.50,2.20
8,400914516,0.7666,0.6426,-0.0366,2.32,-2.68,2.26
9,400919518,0.7646,0.6411,-0.0381,2.38,-2.56,2.32
10,400924515,0.7637,0.6421,-0.0435,2.50,-2.38,2.38
11,400929514,0.7642,0.6445,-0.0425,2.62,-2.44,2.38
12,400934517,0.7607,0.6450,-0.0449,2.56,-2.38,2.44
13,400939515,0.7642,0.6440,-0.0459,2.56,-2.38,2.50
14,400944516,0.7583,0.6411,-0.0376,2.56,-2.38,2.62
15,400949516,0.7603,0.6406,-0.0488,2.50,-2.32,2.68
16,400954516,0.7632,0.6455,-0.0449,2.56,-2.26,2.74
17,400959517,0.7583,0.6455,-0.0430,2.50,-2.38,2.80
18,400964516,0.7617,0.6460,-0.0420,2.38,-2.26,2.80
19,400969515,0.7612,0.6416,-0.0469,2.32,-2.20,2.99
20,400974516,0.7637,0.6470,-0.0425,2.26,-2.26,3.11
21,400979517,0.7627,0.6426,-0.0483,2.20,-2.13,3.05
22,400984516,0.7627,0.6455,-0.0474,2.13,-2.01,3.17
23,400989515,0.7622,0.6401,-0.0405,2.07,-1.95,3.11
24,400994516,0.7617,0.6421,-0.0479,2.01,-1.95,3.29
25,400999517,0.7646,0.6416,-0.0459,2.13,-1.89,3.35
26,401004516,0.7661,0.6396,-0.0410,2.13,-1.89,3.48
27,401009515,0.7676,0.6421,-0.0439,2.01,-1.95,3.41
28,401014515,0.7671,0.6416,-0.0435,2.07,-1.89,3.54
29,401019516,0.7656,0.6392,-0.0459,2.20,-1.71,3.66
30,401024515,0.7671,0.6387,-0.0386,2.26,-1.71,3.66
31,401029516,0.7637,0.6372,-0.0444,2.26,-1.89,3.66
32,401034516,0.7666,0.6377,-0.0435,2.26,-1.71,3.66
33,401039517,0.7646,0.6377,-0.0332,2.32,-1.65,3.78
34,401044515,0.7661,0.6372,-0.0376,2.26,-1.83,3.84
35,401049518,0.7627,0.6353,-0.0361,2.26,-1.83,3.84
36,401054514,0.7603,0.6333,-0.0400,2.26,-1.89,3.78
37,401059516,0.7627,0.6304,-0.0381,2.32,-1.89,3.78
38,401064515,0.7632,0.6343,-0.0405,2.38,-1.95,3.78
39,401069516,0.7622,0.6348,-0.0420,2.26,-1.89,3.78
40,401074514,0.7588,0.6338,-0.0415,2.38,-1.95,3.72
41,401079514,0.7593,0.6323,-0.0352,2.26,-1.95,3.66
42,401084514,0.7559,0.6328,-0.0425,2.26,-1.95,3.78
43,401089518,0.7646,0.6289,-0.0396,2.50,-2.07,3.78
44,401094515,0.7622,0.6255,-0.0352,2.50,-2.01,3.78
45,401099516,0.7568,0.6245,-0.0405,2.44,-1.83,3.66
46,401104514,0.7583,0.6304,-0.0391,2.68,-1.95,3.60
47,401109518,0.7637,0.6318,-0.0425,2.62,-2.01,3.66
48,401114579,0.7661,0.6323,-0.0366,2.56,-2.01,3.60
49,401119518,0.7637,0.6318,-0.0405,2.50,-2.07,3.41
50,401124516,0.7642,0.6289,-0.0371,2.38,-2.07,3.41
51,401129516,0.7666,0.6279,-0.0381,2.44,-2.13,3.35
52,401134516,0.7651,0.6299,-0.0405,2.50,-2.13,3.35
53,401139515,0.7651,0.6338,-0.0425,2.44,-2.07,3.29
54,401144516,0.7690,0.6328,-0.0430,2.32,-2.26,3.23
55,401149516,0.7632,0.6265,-0.0405,2.38,-2.20,3.11
56,401154516,0.7661,0.6294,-0.0405,2.38,-2.20,3.11
57,401159515,0.7646,0.6274,-0.0420,2.44,-2.32,3.23
58,401164516,0.7598,0.6318,-0.0400,2.38,-2.20,3.11
59,401169515,0.7632,0.6284,-0.0366,2.38,-2.38,2.99
60,401174516,0.7617,0.6318,-0.0391,2.32,-2.13,2.99
61,401179516,0.7607,0.6289,-0.0474,2.44,-2.20,3.05
62,401184517,0.7632,0.6318,-0.0386,2.56,-2.13,2.99
63,401189514,0.7627,0.6309,-0.0376,2.62,-2.07,3.05
64,401194519,0.7651,0.6284,-0.0425,2.68,-2.07,3.05
65,401199515,0.7642,0.6294,-0.0430,2.80,-2.20,3.11
66,401204516,0.7661,0.6304,-0.0439,2.80,-2.07,3.05
67,401209515,0.7690,0.6299,-0.0415,2.87,-2.07,2.93
68,401214517,0.7725,0.6274,-0.0435,3.05,-2.07,2.87
69,401219516,0.7695,0.6274,-0.0425,3.23,-2.07,2.93
70,401224515,0.7617,0.6255,-0.0386,3.17,-2.07,2.87
71,401229516,0.7666,0.6309,-0.0439,3.17,-2.01,2.87
72,401234516,0.7656,0.6279,-0.0474,3.17,-1.95,2.80
73,401239516,0.7612,0.6260,-0.0439,3.11,-1.95,2.74
74,401244516,0.7632,0.6313,-0.0474,2.99,-1.89,2.68
75,401249516,0.7632,0.6299,-0.0469,2.74,-1.83,2.62
76,401254516,0.7632,0.6265,-0.0430,2.74,-1.95,2.56
77,401259516,0.7617,0.6289,-0.0420,2.56,-1.83,2.62
78,401264516,0.7656,0.6270,-0.0420,2.38,-1.83,2.50
79,401269514,0.7656,0.6265,-0.0454,2.32,-1.77,2.44
80,401274518,0.7666,0.6265,-0.0435,2.20,-1.83,2.50
81,401279515,0.7656,0.6270,-0.0444,2.01,-1.77,2.44
82,401284516,0.7642,0.6294,-0.0439,2.07,-1.65,2.44
83,401289515,0.7646,0.6309,-0.0479,2.20,-1.71,2.38
84,401294516,0.7671,0.6279,-0.0454,2.07,-1.65,2.38
85,401299517,0.7637,0.6274,-0.0479,2.26,-1.65,2.38
86,401304516,0.7690,0.6289,-0.0464,2.38,-1.46,2.32
87,401309515,0.7681,0.6279,-0.0449,2.38,-1.52,2.32
88,401314516,0.7661,0.6270,-0.0488,2.38,-1.46,2.26
89,401319514,0.7651,0.6304,-0.0410,2.56,-1.52,2.26
90,401324517,0.7651,0.6284,-0.0400,2.62,-1.59,2.32
91,401329516,0.7666,0.6245,-0.0439,2.56,-1.46,2.32
92,401334516,0.7642,0.6294,-0.0449,2.44,-1.52,2.20
93,401339516,0.7637,0.6294,-0.0435,2.62,-1.46,2.20
94,401344516,0.7676,0.6279,-0.0459,2.56,-1.40,2.20
95,401349516,0.7642,0.6265,-0.0439,2.44,-1.52,2.07
96,401354517,0.7646,0.6274,-0.0405,2.44,-1.59,1.95
97,401359516,0.7671,0.6250,-0.0405,2.50,-1.71,2.01
98,401364516,0.7666,0.6250,-0.0396,2.44,-1.46,1.89
