# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,290155442,-0.9600,0.2358,-0.0483,24.94,0.12,11.71
1,290160447,-0.9658,0.2368,-0.0469,26.89,0.55,12.01
2,290165441,-0.9785,0.2378,-0.0503,29.39,0.98,12.38
3,290170444,-0.9810,0.2417,-0.0459,32.20,1.46,12.80
4,290175440,-0.9878,0.2441,-0.0483,34.94,1.95,13.29
5,290180442,-0.9863,0.2432,-0.0449,37.56,2.50,13.72
6,290185441,-0.9854,0.2466,-0.0532,40.18,2.99,14.33
7,290190442,-0.9863,0.2456,-0.0493,42.74,3.54,14.70
8,290195443,-0.9824,0.2476,-0.0474,45.12,4.33,15.30
9,290200442,-0.9810,0.2480,-0.0503,47.26,4.88,15.67
10,290205441,-0.9814,0.2495,-0.0483,49.33,5.55,16.28
11,290210442,-0.9824,0.2529,-0.0532,51.10,6.40,16.89
12,290215440,-0.9834,0.2583,-0.0381,52.93,7.13,17.50
13,290220444,-0.9849,0.2681,-0.0449,54.45,7.87,18.11
14,290225441,-0.9873,0.2705,-0.0435,56.16,8.90,18.60
15,290230442,-0.9927,0.2705,-0.0454,57.62,9.94,19.33
16,290235440,-0.9990,0.2729,-0.0347,59.33,10.73,20.06
17,290240440,-1.0005,0.2759,-0.0474,60.85,11.59,20.98
18,290245442,-1.0024,0.2783,-0.0469,62.38,12.56,21.95
19,290250440,-1.0029,0.2808,-0.0498,63.78,13.48,23.05
20,290255442,-1.0039,0.2808,-0.0527,65.06,14.33,24.09
21,290260442,-1.0000,0.2842,-0.0503,66.16,15.37,25.18
22,290265442,-0.9961,0.2866,-0.0503,66.83,16.22,26.34
23,290270441,-0.9922,0.2881,-0.0547,67.32,17.07,27.50
24,290275442,-0.9907,0.2861,-0.0498,67.50,18.05,28.72
25,290280442,-0.9922,0.2900,-0.0566,67.38,18.78,29.94
26,290285442,-0.9888,0.2983,-0.0571,67.13,19.45,31.04
27,290290441,-0.9922,0.3022,-0.0610,66.77,20.18,32.13
28,290295442,-1.0015,0.3018,-0.0684,66.40,20.67,33.23
29,290300686,-0.9966,0.3081,-0.0698,66.10,21.22,34.51
30,290305442,-0.9927,0.3145,-0.0742,65.91,21.59,35.24
31,290310442,-0.9888,0.3193,-0.0781,65.37,22.07,36.22
32,290315442,-0.9897,0.3232,-0.0674,65.18,22.44,36.89
33,290320441,-0.9839,0.3320,-0.0723,64.76,22.93,37.87
34,290325442,-0.9839,0.3394,-0.0786,64.82,23.17,38.54
35,290330443,-0.9883,0.3447,-0.0825,65.00,23.66,39.15
36,290335442,-0.9912,0.3530,-0.0859,65.18,23.84,39.70
37,290340441,-0.9912,0.3599,-0.0942,65.73,24.15,40.24
38,290345443,-0.9932,0.3623,-0.0996,66.04,24.15,40.91
39,290350440,-0.9966,0.3672,-0.1055,66.22,24.51,41.28
40,290355442,-1.0005,0.3735,-0.1177,66.40,24.33,41.95
41,290360442,-1.0049,0.3755,-0.1270,66.40,24.21,42.56
42,290365440,-1.0107,0.3784,-0.1279,66.16,23.78,43.23
43,290370442,-1.0054,0.3867,-0.1313,65.73,23.54,43.96
44,290375441,-1.0024,0.3706,-0.1421,65.61,23.11,44.88
45,290380442,-1.0103,0.4072,-0.1426,65.79,22.62,45.79
46,290385440,-0.9980,0.3916,-0.1567,67.01,22.26,46.71
47,290390444,-0.9976,0.3755,-0.1392,68.05,21.71,47.01
48,290395441,-1.0278,0.4136,-0.1846,68.72,21.04,47.62
49,290400442,-1.0693,0.4351,-0.1802,68.90,20.55,48.29
50,290405442,-1.0815,0.4277,-0.1851,69.09,19.82,48.78
51,290410442,-1.0850,0.4116,-0.2056,69.27,18.84,49.63
52,290415441,-1.0801,0.4189,-0.2051,69.88,18.35,50.37
53,290420442,-1.0674,0.4355,-0.2026,70.85,17.93,51.34
54,290425440,-1.0283,0.4531,-0.2007,71.83,17.56,51.89
55,290430442,-1.0146,0.4580,-0.2090,72.99,17.56,52.93
56,290435443,-1.0264,0.4487,-0.2085,73.66,17.80,53.78
57,290440442,-1.0459,0.4443,-0.2183,74.39,18.17,55.00
58,290445442,-1.0386,0.4399,-0.2407,74.88,18.54,56.59
59,290450440,-1.0630,0.4556,-0.2417,75.12,18.96,58.29
60,290455469,-1.0728,0.4658,-0.2446,75.49,19.51,60.12
61,290460442,-1.0601,0.4683,-0.2720,75.43,20.24,62.07
62,290465442,-1.0576,0.4790,-0.2793,75.24,21.16,64.02
63,290470442,-1.0703,0.4893,-0.2881,74.45,22.26,66.04
64,290475442,-1.0938,0.4951,-0.2900,73.35,23.29,68.05
65,290480442,-1.1289,0.4844,-0.2964,72.38,24.88,70.24
66,290485442,-1.1182,0.4990,-0.3208,71.34,26.52,72.38
67,290490442,-1.1021,0.5166,-0.3262,70.00,28.54,74.70
68,290495440,-1.0830,0.5244,-0.3379,68.05,30.67,76.95
69,290500756,-1.0806,0.5234,-0.3711,65.91,32.93,79.02
70,290505442,-1.0918,0.5322,-0.3975,63.66,35.43,81.34
71,290510442,-1.1011,0.5361,-0.4087,61.65,37.99,83.72
72,290515443,-1.1016,0.5361,-0.4302,59.82,40.73,85.24
73,290520441,-1.1045,0.5425,-0.4526,58.17,43.84,87.44
74,290525442,-1.1235,0.5405,-0.4595,57.01,47.13,90.61
75,290530442,-1.1074,0.5591,-0.4897,56.28,50.55,93.17
76,290535442,-1.1089,0.5698,-0.5210,55.73,54.21,95.61
77,290540441,-1.1182,0.5762,-0.5293,55.24,57.93,97.80
78,290545442,-1.1216,0.5737,-0.5513,55.18,62.07,100.00
79,290550444,-1.1265,0.5835,-0.5801,55.37,66.22,102.07
80,290555442,-1.1304,0.5981,-0.5898,55.67,70.98,103.84
81,290560442,-1.1318,0.6045,-0.6230,56.10,75.67,105.37
82,290565441,-1.1465,0.6138,-0.6494,56.95,80.43,106.89
83,290570442,-1.1631,0.6172,-0.6768,58.29,86.04,108.29
84,290575440,-1.1865,0.6304,-0.7046,59.94,89.94,109.57
85,290581005,-1.2065,0.6289,-0.7300,62.99,96.22,111.40
86,290585444,-1.2109,0.6328,-0.7505,65.98,100.18,112.44
87,290590442,-1.2119,0.6216,-0.7578,70.24,105.12,113.90
88,290595442,-1.2246,0.6221,-0.7783,75.24,110.18,115.43
89,290600441,-1.2202,0.6187,-0.7876,80.98,115.24,116.83
90,290605442,-1.2197,0.6216,-0.7954,87.20,120.37,118.17
91,290610442,-1.2188,0.6143,-0.8071,93.54,125.61,119.39
92,290615442,-1.2168,0.6094,-0.8091,99.70,130.85,120.49
93,290620443,-1.2188,0.6064,-0.8179,105.49,136.28,121.40
94,290625442,-1.2114,0.5903,-0.8145,110.73,141.77,122.20
95,290630442,-1.2007,0.5742,-0.8198,115.55,147.01,122.87
96,290635442,-1.2217,0.5386,-0.7876,120.24,152.56,123.60
97,290640441,-1.2236,0.5371,-0.8320,123.96,158.05,123.78
98,290645443,-1.2271,0.5249,-0.7959,125.85,163.11,123.66
99,290650442,-1.2334,0.5103,-0.7842,127.13,167.99,123.05
100,290655442,-1.2427,0.4702,-0.8076,127.01,172.74,122.20
101,290660709,-1.2544,0.4170,-0.7656,126.77,177.32,121.52
102,290665442,-1.2319,0.4136,-0.8105,125.61,181.71,120.30
103,290670443,-1.2910,0.3892,-0.7363,124.27,185.67,118.66
104,290675442,-1.2495,0.3716,-0.7300,122.26,189.33,116.83
105,290680441,-1.2622,0.3120,-0.7246,119.70,192.44,114.94
106,290685442,-1.2695,0.3379,-0.6074,117.56,195.67,113.05
107,290690442,-1.2056,0.3008,-0.6343,115.24,198.54,110.30
108,290695442,-1.3325,0.1328,-0.6089,112.93,200.79,108.05
109,290700441,-1.3433,0.1558,-0.5762,111.22,202.01,105.18
110,290705442,-1.2534,0.2275,-0.5420,109.57,202.74,102.07
111,290710442,-1.1758,0.1763,-0.5015,107.80,203.29,98.72
112,290715443,-1.1157,0.1685,-0.4282,106.10,203.41,95.61
113,290720440,-1.0278,0.1636,-0.4189,104.09,203.11,91.89
114,290725441,-0.8828,0.1724,-0.3857,101.59,202.62,88.05
115,290730443,-0.7168,0.2075,-0.3779,98.23,201.52,82.56
116,290735442,-0.5737,0.2524,-0.3560,93.84,200.12,76.52
117,290740442,-0.5420,0.1992,-0.3804,88.54,197.99,70.67
118,290745440,-0.5752,0.1958,-0.3345,82.07,195.91,65.55
119,290750442,-0.6143,0.2061,-0.3125,75.43,194.09,60.49
120,290755442,-0.6450,0.1963,-0.3027,68.78,192.26,55.73
121,290760440,-0.6509,0.1621,-0.2739,61.89,190.79,51.22
122,290765846,-0.6558,0.1626,-0.2363,53.11,189.39,46.65
123,290770444,-0.6670,0.1377,-0.2153,46.65,188.78,43.84
124,290775442,-0.6724,0.1777,-0.2178,37.80,187.74,40.55
125,290780442,-0.6553,0.1938,-0.1738,28.11,186.95,36.89
126,290785442,-0.6553,0.1953,-0.1187,17.80,186.34,33.29
127,290790441,-0.6460,0.2114,-0.0947,7.38,186.28,29.70
128,290795443,-0.6221,0.2109,-0.0977,-3.35,186.46,26.28
129,290800442,-0.5996,0.2075,-0.0674,-14.09,186.59,23.11
130,290805443,-0.5684,0.2119,-0.0317,-24.88,187.01,20.00
131,290810440,-0.5205,0.2007,-0.0181,-35.49,187.68,17.13
132,290815441,-0.4570,0.1948,-0.0171,-45.85,188.23,14.76
133,290820442,-0.3896,0.1904,-0.0176,-56.04,188.72,12.32
