# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,102402598,-0.9482,0.1157,0.3184,37.99,-10.37,18.17
1,102407933,-0.9507,0.1108,0.3184,37.32,-10.24,18.84
2,102412499,-0.9541,0.1157,0.3262,36.59,-10.06,19.33
3,102417501,-0.9546,0.1094,0.3232,35.67,-10.00,20.00
4,102422515,-0.9561,0.1113,0.3213,34.45,-9.76,20.43
5,102427499,-0.9531,0.1177,0.3218,32.80,-9.63,20.91
6,102432499,-0.9526,0.1108,0.3232,31.71,-9.57,21.28
7,102437499,-0.9526,0.1147,0.3193,30.30,-9.70,21.52
8,102442629,-0.9487,0.1196,0.3271,28.60,-9.70,21.71
9,102447499,-0.9502,0.1147,0.3228,27.56,-9.70,21.95
10,102452499,-0.9502,0.1123,0.3237,26.28,-9.82,22.13
11,102457499,-0.9478,0.1133,0.3184,25.24,-9.82,22.32
12,102462499,-0.9507,0.1162,0.3232,24.33,-9.88,22.38
13,102467499,-0.9575,0.1108,0.3228,23.48,-10.06,22.44
14,102472499,-0.9580,0.1064,0.3184,22.93,-10.12,22.56
15,102477499,-0.9590,0.1074,0.3281,22.44,-10.43,22.68
16,102482499,-0.9585,0.1060,0.3237,22.01,-10.61,22.80
17,102487499,-0.9580,0.1069,0.3184,21.65,-11.04,22.80
18,102492647,-0.9580,0.1001,0.3228,21.59,-11.28,23.05
19,102497499,-0.9570,0.1021,0.3188,21.52,-11.52,23.11
20,102502499,-0.9546,0.1045,0.3228,21.34,-11.77,23.29
21,102507499,-0.9551,0.0991,0.3232,21.40,-12.07,23.35
22,102512499,-0.9531,0.1001,0.3130,21.28,-12.26,23.48
23,102517498,-0.9604,0.0967,0.3208,21.22,-12.68,23.66
24,102522499,-0.9639,0.0962,0.3232,21.22,-12.80,23.72
25,102527498,-0.9658,0.0942,0.3228,21.04,-13.17,23.84
26,102532499,-0.9712,0.0894,0.3208,20.79,-13.48,23.90
27,102537499,-0.9736,0.0962,0.3276,20.55,-13.78,24.09
28,102542499,-0.9692,0.0977,0.3271,20.12,-14.09,24.15
29,102547498,-0.9692,0.1001,0.3208,19.51,-14.27,24.15
30,102552499,-0.9663,0.1001,0.3296,18.78,-14.57,24.21
31,102557646,-0.9663,0.1030,0.3232,17.87,-14.94,24.02
32,102562500,-0.9678,0.1050,0.3252,17.20,-15.30,23.96
33,102567968,-0.9688,0.1035,0.3262,15.98,-15.49,23.78
34,102572499,-0.9668,0.1050,0.3301,15.24,-15.79,23.66
35,102577498,-0.9609,0.1074,0.3291,14.21,-16.16,23.41
36,102582499,-0.9556,0.1094,0.3311,13.11,-16.34,23.29
37,102587499,-0.9502,0.1143,0.3325,12.13,-16.59,23.11
38,102592498,-0.9502,0.1182,0.3320,10.98,-16.65,22.87
39,102597623,-0.9375,0.1201,0.3354,9.70,-16.71,22.68
40,102602499,-0.9297,0.1250,0.3428,8.41,-17.01,22.38
41,102607499,-0.9238,0.1309,0.3423,6.83,-16.89,22.07
42,102612499,-0.9155,0.1372,0.3481,5.79,-16.83,21.77
43,102617499,-0.9121,0.1392,0.3545,4.51,-16.89,21.52
44,102622499,-0.9072,0.1426,0.3633,3.23,-16.65,21.28
45,102627501,-0.9043,0.1489,0.3706,2.01,-16.46,21.10
46,102632499,-0.9014,0.1460,0.3774,0.85,-16.10,21.04
47,102637614,-0.9048,0.1514,0.3828,-0.37,-15.91,21.04
48,102642669,-0.9155,0.1538,0.3804,-1.40,-15.85,21.34
49,102647500,-0.9375,0.1494,0.3882,-2.32,-15.79,21.65
50,102652499,-0.9473,0.1533,0.3936,-3.17,-15.73,22.07
51,102657499,-0.9570,0.1572,0.4053,-3.72,-15.91,22.68
52,102662498,-0.9741,0.1572,0.4058,-4.15,-15.85,23.35
53,102667735,-1.0000,0.1533,0.4116,-4.33,-15.91,24.21
54,102672499,-1.0225,0.1538,0.4189,-4.33,-16.10,25.12
55,102677499,-1.0518,0.1558,0.4258,-4.02,-16.10,26.22
56,102682499,-1.0732,0.1548,0.4370,-3.78,-16.34,27.01
57,102687498,-1.0981,0.1567,0.4409,-3.41,-16.34,27.99
58,102692501,-1.1182,0.1533,0.4399,-3.17,-16.28,28.84
59,102697499,-1.1470,0.1597,0.4453,-2.68,-16.34,29.82
60,102702501,-1.1602,0.1650,0.4487,-2.38,-16.59,30.49
61,102707762,-1.1592,0.1650,0.4512,-1.95,-16.59,31.34
62,102712499,-1.1436,0.1699,0.4575,-1.52,-16.65,32.01
63,102717499,-1.1274,0.1733,0.4580,-1.04,-16.71,32.74
64,102722501,-1.1128,0.1743,0.4526,-0.79,-16.71,33.17
65,102727498,-1.0908,0.1758,0.4463,-0.61,-16.77,33.66
66,102732501,-1.0669,0.1782,0.4443,-0.61,-17.07,33.90
67,102737503,-1.0396,0.1821,0.4326,-0.91,-17.32,34.33
68,102742499,-1.0210,0.1870,0.4292,-1.40,-17.62,34.51
69,102747500,-0.9990,0.1865,0.4219,-2.07,-18.17,34.76
70,102752637,-0.9683,0.1919,0.4209,-2.99,-18.48,34.76
71,102757498,-0.9463,0.1938,0.4180,-4.45,-19.09,34.63
72,102762499,-0.9214,0.1973,0.4136,-6.40,-19.57,34.51
73,102767498,-0.9048,0.2036,0.4067,-8.60,-19.94,34.27
74,102772931,-0.8848,0.2100,0.4102,-11.65,-20.30,33.72
75,102777499,-0.8765,0.2153,0.4116,-13.90,-20.43,33.41
76,102782500,-0.8726,0.2241,0.4224,-16.95,-20.61,32.80
77,102787498,-0.8823,0.2368,0.4146,-20.18,-20.79,31.89
78,102792499,-0.8945,0.2432,0.4229,-23.48,-20.55,30.98
79,102797598,-0.9009,0.2515,0.4199,-26.71,-20.55,29.82
80,102802502,-0.9053,0.2495,0.4268,-29.94,-20.30,28.78
81,102807501,-0.9087,0.2534,0.4224,-32.87,-20.18,27.56
82,102812498,-0.9189,0.2485,0.4336,-35.55,-20.00,26.46
83,102817501,-0.9258,0.2446,0.4277,-37.80,-19.70,25.37
84,102822497,-0.9331,0.2451,0.4331,-39.82,-19.51,24.45
85,102827497,-0.9360,0.2446,0.4399,-41.46,-19.15,23.54
86,102832497,-0.9404,0.2422,0.4434,-42.74,-18.54,22.80
87,102837499,-0.9395,0.2461,0.4473,-43.84,-18.05,22.01
88,102842498,-0.9385,0.2480,0.4517,-44.82,-17.13,21.52
89,102847498,-0.9370,0.2388,0.4600,-45.73,-16.22,20.91
90,102852768,-0.9360,0.2407,0.4658,-46.65,-15.24,20.37
91,102857498,-0.9272,0.2412,0.4658,-47.44,-14.21,19.88
92,102862499,-0.9175,0.2427,0.4692,-48.29,-12.87,19.39
93,102867499,-0.9116,0.2422,0.4717,-48.84,-11.83,19.21
94,102872499,-0.8994,0.2446,0.4771,-49.51,-10.73,18.96
