# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,402821982,-0.6387,-0.6191,-0.1196,-12.07,-15.91,-7.99
1,402826986,-0.6416,-0.6221,-0.1265,-11.40,-14.88,-7.07
2,402831982,-0.6406,-0.6240,-0.1216,-10.91,-13.96,-5.98
3,402836984,-0.6338,-0.6221,-0.1299,-10.43,-13.11,-4.94
4,402841984,-0.6377,-0.6230,-0.1226,-9.76,-12.13,-3.90
5,402847470,-0.6372,-0.6226,-0.1304,-9.02,-11.16,-2.93
6,402851984,-0.6372,-0.6211,-0.1289,-8.17,-10.12,-1.89
7,402856984,-0.6348,-0.6206,-0.1221,-7.26,-9.15,-1.04
8,402861984,-0.6392,-0.6172,-0.1162,-6.28,-8.29,0.00
9,402866984,-0.6382,-0.6187,-0.1235,-5.43,-7.44,0.98
10,402871984,-0.6411,-0.6260,-0.1182,-4.39,-6.52,2.13
11,402876984,-0.6387,-0.6221,-0.1230,-3.41,-5.61,3.05
12,402882393,-0.6357,-0.6250,-0.1196,-2.56,-4.63,4.09
13,402886984,-0.6436,-0.6284,-0.1201,-1.71,-3.78,5.06
14,402891984,-0.6416,-0.6299,-0.1240,-0.67,-2.56,6.10
15,402896985,-0.6426,-0.6294,-0.1235,0.06,-1.77,7.13
16,402901984,-0.6416,-0.6328,-0.1206,0.98,-0.98,8.23
17,402906984,-0.6436,-0.6318,-0.1177,2.01,0.06,9.27
18,402911984,-0.6421,-0.6289,-0.1187,2.93,0.85,10.18
19,402916984,-0.6411,-0.6289,-0.1147,3.90,1.65,11.22
20,402922567,-0.6396,-0.6338,-0.1162,4.88,2.50,12.13
21,402926984,-0.6416,-0.6362,-0.1099,6.10,3.23,13.11
22,402931984,-0.6440,-0.6377,-0.1099,6.95,3.96,14.09
23,402936984,-0.6421,-0.6353,-0.1104,7.99,4.82,15.06
24,402941984,-0.6401,-0.6392,-0.1128,9.09,5.43,16.04
25,402946984,-0.6440,-0.6431,-0.1138,9.88,5.85,17.01
26,402951984,-0.6475,-0.6396,-0.1123,10.85,6.65,17.99
27,402956984,-0.6455,-0.6406,-0.1079,11.77,7.07,18.90
28,402961984,-0.6460,-0.6426,-0.1099,12.62,7.99,19.76
29,402966984,-0.6484,-0.6426,-0.1069,13.60,8.66,20.61
30,402971984,-0.6553,-0.6406,-0.1108,14.51,9.33,21.34
31,402976984,-0.6543,-0.6455,-0.1040,15.30,9.94,22.07
32,402981984,-0.6558,-0.6436,-0.1050,16.16,10.49,22.74
33,402986984,-0.6641,-0.6470,-0.0986,16.95,11.46,23.29
34,402991982,-0.6646,-0.6460,-0.0991,17.62,12.20,23.90
35,402996982,-0.6670,-0.6494,-0.0962,18.23,12.93,24.39
36,403001982,-0.6685,-0.6499,-0.0991,18.72,13.66,25.06
37,403006982,-0.6675,-0.6514,-0.0947,19.15,14.57,25.43
38,403011986,-0.6719,-0.6519,-0.0928,19.57,15.18,25.91
39,403016984,-0.6694,-0.6509,-0.0918,19.82,15.73,26.28
40,403021983,-0.6729,-0.6558,-0.0874,20.00,16.46,26.83
41,403026984,-0.6709,-0.6572,-0.0898,20.18,17.20,27.13
42,403031984,-0.6729,-0.6582,-0.0889,20.24,17.87,27.50
43,403036983,-0.6748,-0.6592,-0.0864,20.24,18.54,27.99
44,403041984,-0.6772,-0.6597,-0.0820,20.18,19.15,28.29
45,403047437,-0.6782,-0.6636,-0.0796,20.24,19.82,28.60
46,403051984,-0.6763,-0.6602,-0.0801,20.12,20.24,28.78
47,403056984,-0.6826,-0.6650,-0.0737,20.06,20.73,29.09
48,403061984,-0.6821,-0.6650,-0.0767,20.12,21.16,29.21
49,403066984,-0.6851,-0.6660,-0.0796,20.18,21.59,29.39
50,403071984,-0.6860,-0.6646,-0.0752,20.30,22.01,29.51
51,403076984,-0.6929,-0.6675,-0.0703,20.43,22.50,29.57
52,403081984,-0.6924,-0.6689,-0.0728,20.55,22.87,29.57
53,403086984,-0.6934,-0.6694,-0.0688,20.85,23.41,29.57
54,403091984,-0.6987,-0.6694,-0.0688,21.10,23.60,29.51
55,403096985,-0.7021,-0.6714,-0.0610,21.40,24.09,29.21
56,403101984,-0.7065,-0.6738,-0.0654,21.52,24.39,29.02
57,403106984,-0.7065,-0.6758,-0.0635,21.77,24.63,28.84
58,403111984,-0.7080,-0.6743,-0.0596,21.95,25.06,28.66
59,403116985,-0.7134,-0.6787,-0.0610,22.13,25.55,28.29
60,403121984,-0.7158,-0.6777,-0.0571,22.07,25.55,27.99
61,403127222,-0.7192,-0.6836,-0.0508,22.01,25.85,27.80
62,403131984,-0.7173,-0.6826,-0.0532,22.01,26.16,27.44
