# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,56691664,-0.9072,0.3994,0.2246,9.21,-23.60,5.61
1,56697143,-0.9097,0.4033,0.2275,8.78,-22.93,5.67
2,56701664,-0.9062,0.4033,0.2222,8.48,-22.32,5.73
3,56706664,-0.9077,0.4062,0.2271,8.29,-21.71,5.67
4,56711664,-0.9062,0.4058,0.2266,7.87,-20.79,5.79
5,56717154,-0.9067,0.4043,0.2295,7.87,-20.18,5.61
6,56721664,-0.9092,0.4048,0.2256,7.74,-19.27,5.67
7,56726664,-0.9097,0.4043,0.2271,7.62,-18.60,5.67
8,56731664,-0.9077,0.4048,0.2236,7.62,-17.74,5.61
9,56736996,-0.9058,0.4019,0.2310,7.74,-16.59,5.49
10,56741664,-0.9097,0.4019,0.2280,7.74,-15.98,5.43
11,56746664,-0.9028,0.4072,0.2324,7.93,-14.82,5.43
12,56751664,-0.8979,0.4033,0.2329,8.23,-13.96,5.43
13,56756664,-0.8970,0.4023,0.2349,8.48,-13.23,5.49
14,56761662,-0.8926,0.4028,0.2324,8.84,-12.07,5.30
15,56766664,-0.8945,0.4014,0.2324,9.02,-11.16,5.30
16,56771664,-0.8867,0.4053,0.2339,9.33,-10.30,5.30
17,56776662,-0.8867,0.4033,0.2344,9.76,-9.15,5.30
18,56781664,-0.8838,0.3994,0.2358,10.24,-8.23,5.30
19,56786664,-0.8853,0.4009,0.2334,10.61,-7.32,5.30
20,56792130,-0.8887,0.4019,0.2388,11.16,-6.10,5.30
21,56796664,-0.8853,0.3994,0.2383,11.46,-5.30,5.37
22,56801920,-0.8892,0.3984,0.2363,11.95,-4.45,5.37
23,56806664,-0.8931,0.3979,0.2378,12.20,-3.35,5.43
24,56812148,-0.8955,0.4014,0.2344,12.68,-2.26,5.37
25,56816664,-0.8960,0.4009,0.2363,12.80,-1.34,5.49
26,56821664,-0.8940,0.4019,0.2412,12.93,-0.55,5.43
27,56826664,-0.8970,0.4004,0.2393,13.11,0.61,5.37
