# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,601643297,-0.6304,-0.6997,-0.3203,7.01,2.50,-2.32
1,601648295,-0.6123,-0.6885,-0.3125,7.32,2.01,-3.11
2,601653294,-0.6221,-0.6890,-0.3232,7.44,1.46,-4.15
3,601658294,-0.6226,-0.6851,-0.3140,7.38,1.10,-5.00
4,601663294,-0.6191,-0.6812,-0.3208,7.01,0.49,-5.79
5,601668294,-0.6172,-0.6802,-0.3145,6.71,0.18,-6.59
6,601673431,-0.6157,-0.6821,-0.3110,6.16,-0.30,-7.38
7,601678299,-0.6152,-0.6748,-0.3159,5.30,-0.73,-8.17
8,601683296,-0.6167,-0.6748,-0.3218,4.45,-1.16,-8.90
9,601688468,-0.6143,-0.6709,-0.3228,3.29,-1.59,-9.70
10,601693651,-0.6216,-0.6670,-0.3174,2.07,-2.07,-10.49
11,601698296,-0.6030,-0.6665,-0.3223,1.04,-2.44,-11.10
12,601703296,-0.6055,-0.6611,-0.3228,-0.37,-2.93,-11.83
13,601708296,-0.5977,-0.6621,-0.3218,-1.28,-3.23,-12.32
14,601713296,-0.5996,-0.6597,-0.3267,-2.74,-3.78,-12.99
15,601718296,-0.6055,-0.6655,-0.3291,-4.09,-4.15,-13.60
16,601723296,-0.5996,-0.6606,-0.3301,-5.49,-4.57,-14.21
17,601728296,-0.5986,-0.6572,-0.3301,-6.83,-5.00,-14.76
18,601733296,-0.6030,-0.6567,-0.3252,-8.60,-5.30,-15.43
19,601738296,-0.5840,-0.6455,-0.3315,-9.76,-5.73,-15.79
20,601743492,-0.5845,-0.6460,-0.3271,-11.16,-6.10,-16.34
21,601748296,-0.5830,-0.6514,-0.3325,-12.50,-6.52,-16.77
22,601753296,-0.5898,-0.6553,-0.3291,-13.66,-6.89,-17.20
23,601758743,-0.5786,-0.6416,-0.3330,-14.94,-7.26,-17.62
24,601763297,-0.5688,-0.6377,-0.3296,-15.85,-7.50,-17.87
25,601768294,-0.5708,-0.6367,-0.3276,-16.59,-7.68,-18.29
26,601773294,-0.5693,-0.6377,-0.3369,-17.32,-7.93,-18.66
27,601778294,-0.5688,-0.6343,-0.3350,-17.80,-8.11,-18.96
28,601783294,-0.5610,-0.6348,-0.3335,-18.35,-8.54,-19.21
29,601788294,-0.5620,-0.6348,-0.3276,-18.60,-8.72,-19.57
30,601793294,-0.5542,-0.6274,-0.3413,-18.84,-9.02,-19.88
31,601798294,-0.5542,-0.6309,-0.3325,-18.78,-8.96,-20.00
32,601803294,-0.5640,-0.6304,-0.3350,-18.90,-9.27,-20.30
33,601808297,-0.5532,-0.6230,-0.3452,-18.54,-9.39,-20.49
34,601813478,-0.5503,-0.6230,-0.3374,-18.29,-9.27,-20.73
