# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,38687982,0.2290,1.0049,-0.0303,29.27,-6.10,2.26
1,38692984,0.2256,1.0054,-0.0381,30.24,-5.91,2.32
2,38697981,0.2295,1.0034,-0.0371,30.73,-5.85,2.56
3,38702982,0.2300,1.0049,-0.0430,30.91,-5.73,2.68
4,38707981,0.2256,1.0073,-0.0493,30.98,-5.79,2.80
5,38712984,0.2241,1.0146,-0.0464,30.67,-5.61,2.93
6,38717981,0.2271,1.0063,-0.0459,29.88,-5.61,2.93
7,38722982,0.2241,1.0093,-0.0435,29.21,-5.55,2.87
8,38727981,0.2222,1.0103,-0.0542,27.99,-5.43,2.93
9,38732984,0.2173,1.0093,-0.0522,26.71,-5.43,2.93
10,38737981,0.2197,1.0132,-0.0576,25.30,-5.30,2.87
11,38742980,0.2163,1.0117,-0.0581,23.60,-5.00,2.87
12,38748679,0.2134,1.0112,-0.0586,21.89,-5.12,2.74
13,38752982,0.2168,1.0068,-0.0562,20.06,-4.94,2.62
14,38757984,0.2168,1.0059,-0.0576,18.41,-5.00,2.68
15,38762981,0.2144,1.0020,-0.0596,16.28,-4.94,2.62
16,38767982,0.2158,1.0063,-0.0615,14.33,-4.88,2.50
17,38772983,0.2134,1.0000,-0.0601,12.38,-4.76,2.44
18,38777982,0.2124,0.9980,-0.0610,10.49,-4.70,2.32
19,38782982,0.2114,0.9985,-0.0581,8.48,-4.63,2.32
20,38787982,0.2163,0.9990,-0.0586,6.71,-4.63,2.20
21,38793005,0.2129,0.9932,-0.0615,5.18,-4.39,2.13
22,38797982,0.2153,0.9893,-0.0605,3.72,-4.33,2.20
23,38803321,0.2168,0.9819,-0.0605,2.26,-4.33,2.20
24,38807982,0.2197,0.9834,-0.0620,1.34,-4.27,2.13
25,38812982,0.2183,0.9873,-0.0601,0.37,-4.02,2.20
26,38817982,0.2183,0.9790,-0.0571,-0.43,-4.02,2.26
27,38823235,0.2188,0.9785,-0.0640,-1.22,-3.72,2.26
28,38827982,0.2236,0.9756,-0.0645,-1.46,-3.84,2.26
29,38833270,0.2212,0.9741,-0.0615,-1.77,-3.72,2.07
30,38837982,0.2231,0.9761,-0.0620,-1.89,-3.72,2.13
31,38842981,0.2222,0.9761,-0.0557,-1.95,-3.60,2.07
32,38848016,0.2256,0.9717,-0.0586,-1.77,-3.54,2.01
33,38852984,0.2222,0.9697,-0.0615,-1.52,-3.48,2.07
34,38857981,0.2212,0.9697,-0.0674,-1.16,-3.41,2.07
35,38862983,0.2168,0.9683,-0.0664,-0.67,-3.35,2.13
36,38867981,0.2148,0.9673,-0.0601,-0.43,-3.35,2.07
37,38872982,0.2222,0.9614,-0.0615,0.00,-3.29,2.01
38,38877981,0.2158,0.9619,-0.0635,0.43,-3.11,2.20
39,38882980,0.2222,0.9648,-0.0620,0.55,-3.11,2.32
40,38887983,0.2231,0.9648,-0.0654,1.10,-3.23,2.26
41,38892982,0.2202,0.9639,-0.0654,1.34,-3.11,2.32
42,38897983,0.2207,0.9702,-0.0649,1.52,-3.17,2.13
43,38902982,0.2246,0.9653,-0.0635,1.77,-2.93,2.01
44,38907982,0.2197,0.9678,-0.0630,1.83,-2.99,2.07
45,38912980,0.2227,0.9697,-0.0688,1.83,-3.05,1.83
46,38917982,0.2222,0.9683,-0.0630,1.83,-3.05,1.65
47,38922982,0.2275,0.9717,-0.0581,1.71,-2.87,1.46
48,38927982,0.2227,0.9673,-0.0625,1.46,-2.87,1.22
49,38932982,0.2227,0.9692,-0.0601,1.22,-2.87,1.10
50,38937982,0.2212,0.9702,-0.0659,0.67,-2.68,1.04
51,38942982,0.2124,0.9663,-0.0610,0.24,-2.50,0.85
52,38947983,0.2148,0.9634,-0.0571,-0.43,-2.44,0.67
53,38953015,0.2158,0.9609,-0.0601,-1.16,-2.32,0.61
54,38957982,0.2129,0.9595,-0.0620,-1.89,-2.38,0.61
55,38962982,0.2114,0.9600,-0.0659,-2.74,-2.26,0.61
56,38967982,0.2075,0.9604,-0.0645,-3.41,-2.20,0.55
57,38972982,0.2104,0.9595,-0.0601,-4.09,-1.95,0.55
58,38977982,0.2070,0.9600,-0.0586,-4.70,-2.07,0.67
59,38982982,0.2095,0.9644,-0.0605,-5.37,-1.71,0.67
60,38987983,0.2085,0.9658,-0.0630,-5.73,-1.65,0.73
61,38992983,0.2085,0.9688,-0.0596,-6.10,-1.46,0.79
62,38997981,0.2100,0.9683,-0.0576,-6.46,-1.46,0.79
63,39003211,0.2036,0.9683,-0.0562,-6.52,-1.28,0.85
64,39007982,0.2085,0.9736,-0.0581,-6.71,-1.16,0.85
65,39012981,0.2065,0.9717,-0.0537,-6.77,-1.16,0.91
66,39017982,0.2017,0.9819,-0.0552,-6.71,-0.98,0.91
67,39022981,0.2046,0.9834,-0.0518,-6.65,-0.91,1.10
68,39027982,0.2002,0.9839,-0.0552,-6.52,-0.79,1.04
69,39032981,0.1997,0.9819,-0.0513,-6.40,-0.67,1.16
70,39037983,0.1963,0.9888,-0.0483,-6.22,-0.61,1.22
71,39042981,0.1924,0.9893,-0.0488,-6.04,-0.55,1.22
72,39047982,0.1924,0.9897,-0.0474,-5.85,-0.55,1.22
73,39052981,0.1924,0.9902,-0.0522,-5.79,-0.37,1.40
74,39057983,0.1885,0.9985,-0.0439,-5.49,-0.24,1.46
75,39062982,0.1865,0.9985,-0.0464,-5.43,-0.18,1.52
76,39067981,0.1855,1.0059,-0.0430,-5.30,0.06,1.65
77,39072982,0.1802,1.0107,-0.0449,-5.00,0.12,1.71
78,39077981,0.1841,1.0093,-0.0396,-5.06,0.18,1.77
79,39082983,0.1777,1.0117,-0.0435,-4.82,0.30,2.07
80,39087981,0.1802,1.0132,-0.0371,-4.76,0.55,2.20
81,39092982,0.1748,1.0176,-0.0337,-4.88,0.67,2.44
82,39097981,0.1704,1.0171,-0.0361,-5.00,0.79,2.62
83,39102983,0.1719,1.0166,-0.0352,-5.30,0.91,2.93
84,39107981,0.1729,1.0132,-0.0356,-5.61,1.04,3.11
85,39112982,0.1729,1.0112,-0.0396,-6.04,0.98,3.35
86,39117982,0.1763,1.0093,-0.0308,-6.40,1.10,3.60
87,39122984,0.1763,1.0146,-0.0278,-6.89,1.10,3.96
88,39127981,0.1753,1.0156,-0.0293,-7.56,1.28,4.15
89,39132982,0.1738,1.0176,-0.0264,-7.99,1.28,4.45
90,39137981,0.1772,1.0171,-0.0229,-8.35,1.40,4.45
91,39142984,0.1763,1.0254,-0.0210,-8.90,1.46,4.70
92,39147981,0.1792,1.0278,-0.0127,-9.15,1.65,4.70
93,39152984,0.1802,1.0249,-0.0181,-9.45,1.71,4.88
94,39157981,0.1763,1.0288,-0.0181,-9.70,2.01,5.06
95,39162984,0.1812,1.0312,-0.0122,-10.00,1.95,5.12
96,39167982,0.1826,1.0332,-0.0059,-10.24,2.32,5.30
97,39172984,0.1826,1.0342,0.0000,-10.49,2.44,5.37
98,39177981,0.1851,1.0332,0.0098,-10.79,2.50,5.61
99,39182984,0.1836,1.0293,0.0127,-11.22,2.74,5.67
100,39187982,0.1890,1.0254,0.0151,-11.83,2.80,5.98
101,39192983,0.1914,1.0215,0.0171,-12.50,2.80,6.10
102,39197983,0.1885,1.0166,0.0200,-13.23,2.93,6.34
103,39202984,0.1914,1.0117,0.0249,-14.21,2.99,6.52
104,39207981,0.1938,1.0107,0.0259,-15.18,2.93,6.83
105,39212982,0.2036,1.0127,0.0278,-16.40,2.80,6.89
106,39217981,0.2061,1.0122,0.0391,-17.56,2.74,6.89
107,39222982,0.2148,1.0107,0.0371,-18.48,2.56,7.13
108,39227981,0.2158,1.0146,0.0391,-19.39,2.20,7.07
109,39232982,0.2246,1.0117,0.0386,-20.30,1.95,6.95
110,39237981,0.2295,1.0112,0.0474,-20.91,1.77,6.77
111,39242984,0.2271,1.0107,0.0576,-21.34,1.52,6.59
112,39247981,0.2271,1.0093,0.0630,-21.77,1.34,6.40
113,39252982,0.2314,1.0024,0.0605,-22.20,0.85,5.98
114,39257981,0.2354,0.9995,0.0723,-22.50,0.67,5.91
115,39262984,0.2358,0.9956,0.0747,-22.99,0.24,5.61
116,39267983,0.2402,0.9927,0.0688,-23.29,-0.18,5.37
117,39272983,0.2397,0.9990,0.0791,-23.66,-0.61,5.06
118,39277982,0.2368,0.9907,0.0732,-24.33,-0.98,4.76
119,39282983,0.2368,0.9907,0.0830,-25.00,-1.52,4.45
