# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,262448294,-0.5107,-0.3149,-0.6812,-0.49,-2.87,1.04
1,262453295,-0.5029,-0.3081,-0.6812,-0.37,-2.80,1.10
2,262458294,-0.5010,-0.3062,-0.6846,0.00,-2.80,0.98
3,262463294,-0.5005,-0.3071,-0.6831,0.55,-2.62,1.10
4,262468294,-0.5024,-0.3105,-0.6846,1.04,-2.80,1.04
5,262473294,-0.5020,-0.3125,-0.6792,1.52,-2.74,1.04
6,262478294,-0.4971,-0.3086,-0.6826,2.20,-2.87,0.98
7,262483294,-0.5010,-0.3115,-0.6841,2.74,-2.74,1.04
8,262488294,-0.5029,-0.3130,-0.6807,3.23,-2.74,0.91
9,262493294,-0.5020,-0.3096,-0.6836,3.84,-2.80,0.98
10,262498296,-0.5059,-0.3110,-0.6802,4.33,-2.74,0.91
11,262503294,-0.4976,-0.3062,-0.6797,4.63,-2.93,0.73
12,262508294,-0.5000,-0.3081,-0.6787,4.94,-2.87,0.67
13,262513294,-0.4980,-0.3076,-0.6792,5.12,-2.87,0.85
14,262518294,-0.4980,-0.3071,-0.6802,5.18,-2.93,0.61
15,262523296,-0.4927,-0.3120,-0.6787,5.24,-2.87,0.61
16,262528298,-0.4951,-0.3101,-0.6777,4.94,-2.93,0.55
17,262533296,-0.4912,-0.3091,-0.6768,4.76,-3.05,0.49
18,262538295,-0.4849,-0.3071,-0.6743,4.21,-3.05,0.49
19,262543296,-0.4873,-0.3052,-0.6660,3.72,-3.11,0.37
20,262548294,-0.4771,-0.3057,-0.6797,3.17,-3.17,0.24
21,262553296,-0.4766,-0.3042,-0.6792,2.56,-3.17,0.30
22,262558296,-0.4824,-0.3096,-0.6753,1.89,-3.29,0.06
23,262563294,-0.4902,-0.3115,-0.6719,1.22,-3.48,-0.06
24,262568294,-0.4790,-0.3037,-0.6719,0.73,-3.35,-0.18
25,262573294,-0.4707,-0.3042,-0.6699,0.06,-3.60,-0.30
26,262578294,-0.4741,-0.3018,-0.6655,-0.43,-3.72,-0.37
27,262583294,-0.4678,-0.3022,-0.6733,-0.79,-3.72,-0.55
28,262588298,-0.4751,-0.3091,-0.6675,-1.04,-3.90,-0.61
29,262593294,-0.4756,-0.3076,-0.6738,-1.28,-4.02,-0.79
30,262598300,-0.4746,-0.3076,-0.6743,-1.34,-4.33,-0.85
31,262603296,-0.4800,-0.3130,-0.6694,-1.34,-4.39,-0.98
32,262608680,-0.4829,-0.3096,-0.6709,-1.28,-4.63,-1.04
33,262613296,-0.4712,-0.3076,-0.6665,-1.10,-4.76,-1.04
34,262618402,-0.4780,-0.3062,-0.6675,-1.10,-4.88,-1.16
35,262623296,-0.4814,-0.3110,-0.6650,-0.98,-4.82,-1.34
36,262628328,-0.4966,-0.3101,-0.6709,-0.85,-5.12,-1.34
37,262633402,-0.4878,-0.3105,-0.6719,-0.67,-5.12,-1.22
38,262638352,-0.4902,-0.3140,-0.6763,-0.73,-5.43,-1.16
39,262643348,-0.4883,-0.3125,-0.6729,-0.73,-5.55,-1.04
