# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,230550442,-0.9258,0.6279,0.2778,-12.80,-1.71,13.35
1,230555444,-0.9292,0.6387,0.2812,-14.02,-2.01,15.12
2,230560443,-0.9268,0.6548,0.2954,-14.88,-2.20,16.83
3,230565444,-0.9229,0.6729,0.2959,-15.67,-2.62,18.90
4,230570440,-0.9268,0.6914,0.2886,-16.46,-2.99,20.85
5,230575442,-0.9302,0.7065,0.2969,-16.95,-3.72,22.74
6,230580441,-0.9219,0.7295,0.2876,-17.20,-4.33,24.94
7,230585442,-0.9233,0.7441,0.3003,-17.13,-5.24,27.01
8,230590440,-0.9214,0.7593,0.3027,-16.65,-6.16,29.33
9,230595442,-0.9287,0.7749,0.3042,-15.61,-7.38,31.65
10,230600441,-0.9355,0.7905,0.3086,-14.27,-8.78,34.15
11,230605498,-0.9443,0.8096,0.3184,-12.87,-10.12,36.77
12,230610442,-0.9458,0.8291,0.3315,-11.10,-11.34,39.21
13,230615442,-0.9473,0.8389,0.3506,-9.33,-12.38,41.95
14,230620441,-0.9570,0.8506,0.3545,-7.20,-13.41,44.57
15,230625440,-0.9565,0.8682,0.3643,-5.12,-14.15,47.44
16,230630442,-0.9595,0.8770,0.3740,-3.17,-14.94,50.18
17,230635442,-0.9619,0.8936,0.3823,-1.40,-15.85,53.23
18,230640442,-0.9653,0.9087,0.3901,0.43,-16.59,56.46
19,230645443,-0.9648,0.9233,0.4058,2.38,-17.38,59.63
20,230650441,-0.9653,0.9482,0.4150,4.51,-18.23,63.11
21,230655442,-0.9648,0.9697,0.4243,6.95,-19.15,66.59
22,230660441,-0.9756,0.9917,0.4268,9.94,-20.24,70.30
23,230665444,-0.9844,1.0083,0.4321,13.29,-21.40,74.27
