# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,771978087,0.8540,0.4922,-0.0493,12.07,-5.55,6.34
1,771983184,0.8560,0.4902,-0.0479,12.20,-5.61,6.46
2,771988087,0.8535,0.4873,-0.0469,12.26,-5.61,6.46
3,771993086,0.8574,0.4795,-0.0439,12.13,-5.61,6.52
4,771998087,0.8525,0.4824,-0.0464,12.01,-5.85,6.59
5,772003087,0.8511,0.4775,-0.0488,11.83,-5.73,6.65
6,772008087,0.8560,0.4761,-0.0503,11.52,-5.91,6.65
7,772013085,0.8555,0.4731,-0.0498,11.16,-5.91,6.65
8,772018087,0.8618,0.4727,-0.0464,10.98,-5.85,6.46
9,772023086,0.8652,0.4746,-0.0552,10.85,-5.85,6.40
10,772028090,0.8701,0.4692,-0.0537,10.79,-5.98,6.34
11,772033086,0.8730,0.4717,-0.0562,10.79,-6.04,6.34
12,772038088,0.8755,0.4712,-0.0571,10.79,-6.10,6.16
13,772043085,0.8774,0.4717,-0.0542,10.91,-6.04,6.16
14,772048087,0.8809,0.4697,-0.0645,11.16,-6.04,6.04
15,772053087,0.8833,0.4707,-0.0542,11.40,-6.16,5.85
16,772058087,0.8882,0.4736,-0.0615,11.77,-5.98,5.67
17,772063085,0.8940,0.4746,-0.0684,12.20,-5.91,5.49
18,772068087,0.8921,0.4756,-0.0645,12.50,-5.73,5.30
19,772073086,0.8999,0.4814,-0.0718,12.93,-5.61,5.06
20,772078087,0.8989,0.4810,-0.0806,13.48,-5.24,4.94
21,772083087,0.8994,0.4805,-0.0771,14.15,-5.18,4.88
22,772088087,0.8940,0.4785,-0.0830,15.00,-4.94,4.76
23,772093086,0.8882,0.4805,-0.0859,15.73,-4.76,4.82
24,772098087,0.8809,0.4829,-0.0854,16.71,-4.57,4.82
25,772103086,0.8828,0.4854,-0.0928,17.80,-4.33,5.06
26,772108089,0.8843,0.4854,-0.0938,18.84,-4.27,5.12
27,772113653,0.8872,0.4839,-0.0947,20.06,-4.27,5.24
28,772118088,0.8877,0.4790,-0.0947,21.52,-4.02,5.43
29,772123087,0.8892,0.4761,-0.0874,22.93,-4.02,5.67
30,772128087,0.8911,0.4785,-0.0913,24.63,-3.84,5.85
31,772133087,0.8916,0.4766,-0.0942,26.46,-3.78,6.10
32,772138087,0.8911,0.4746,-0.0938,28.23,-3.54,6.22
33,772143085,0.8936,0.4741,-0.0879,30.12,-3.41,6.28
34,772148085,0.8936,0.4810,-0.0908,31.95,-3.17,6.46
35,772153087,0.8672,0.4741,-0.1021,33.35,-2.99,6.65
36,772158088,0.8843,0.4575,-0.1001,34.27,-2.50,6.95
37,772163087,0.8989,0.4634,-0.0991,35.06,-2.07,7.38
38,772168087,0.9067,0.4727,-0.0947,35.37,-1.46,7.74
39,772173085,0.8945,0.4771,-0.0981,35.49,-0.79,8.05
40,772178087,0.8828,0.4746,-0.1133,35.12,-0.43,8.48
41,772183087,0.8789,0.4717,-0.1113,34.63,0.12,8.78
42,772188086,0.8804,0.4624,-0.1021,33.66,0.55,9.15
43,772193087,0.8779,0.4521,-0.1084,32.68,1.16,9.63
44,772198088,0.8765,0.4565,-0.1064,31.22,1.59,10.06
45,772203087,0.8770,0.4565,-0.1074,29.70,2.07,10.43
46,772208088,0.8740,0.4556,-0.1045,27.93,2.38,10.73
47,772213087,0.8740,0.4521,-0.1050,26.16,2.87,10.98
48,772218087,0.8730,0.4492,-0.1016,24.02,3.29,11.22
49,772223087,0.8765,0.4463,-0.1040,21.83,3.66,11.46
50,772228087,0.8750,0.4404,-0.0957,19.57,3.96,11.46
51,772233087,0.8647,0.4380,-0.0942,17.20,4.27,11.65
52,772238087,0.8711,0.4282,-0.0874,14.76,4.57,11.83
53,772243087,0.8730,0.4277,-0.0850,12.07,4.94,11.95
54,772248092,0.8755,0.4282,-0.0820,9.51,5.18,11.89
55,772253598,0.8755,0.4233,-0.0830,7.07,5.37,11.83
56,772258087,0.8755,0.4194,-0.0806,4.63,5.49,11.65
57,772263087,0.8726,0.4150,-0.0757,2.26,5.43,11.46
58,772268087,0.8721,0.4160,-0.0820,0.12,5.37,11.28
59,772273085,0.8750,0.4087,-0.0713,-1.95,5.30,10.85
60,772278089,0.8711,0.4072,-0.0698,-3.60,5.12,10.55
61,772283089,0.8677,0.4092,-0.0688,-5.24,4.94,10.00
62,772288086,0.8735,0.4067,-0.0557,-6.65,4.45,9.51
63,772293085,0.8740,0.4009,-0.0469,-7.87,4.02,9.09
64,772298087,0.8735,0.3945,-0.0449,-8.96,3.60,8.41
65,772303087,0.8774,0.3926,-0.0435,-9.76,2.99,7.93
66,772308086,0.8809,0.3892,-0.0293,-10.37,2.20,7.44
67,772313087,0.8721,0.3911,-0.0327,-10.67,1.71,6.83
68,772318085,0.8677,0.3887,-0.0356,-10.85,1.04,6.28
69,772323087,0.8687,0.3882,-0.0249,-10.79,0.30,5.67
70,772328086,0.8643,0.3872,-0.0269,-10.55,-0.55,5.12
71,772333085,0.8613,0.3867,-0.0269,-10.06,-1.10,4.39
72,772338089,0.8564,0.3862,-0.0298,-9.57,-1.77,3.78
73,772343088,0.8535,0.3867,-0.0254,-8.90,-2.68,2.93
74,772348086,0.8506,0.3906,-0.0249,-8.29,-3.54,2.20
75,772353090,0.8477,0.3892,-0.0190,-7.80,-4.02,1.40
76,772358086,0.8413,0.3838,-0.0215,-7.20,-5.00,0.49
77,772363087,0.8398,0.3887,-0.0176,-6.59,-5.79,-0.43
78,772368086,0.8330,0.3833,-0.0234,-6.28,-6.65,-1.16
79,772373087,0.8330,0.3848,-0.0225,-5.85,-7.50,-2.07
80,772378085,0.8262,0.3862,-0.0283,-5.67,-8.48,-2.99
81,772383087,0.8228,0.3901,-0.0239,-5.43,-9.33,-3.84
82,772388087,0.8208,0.3867,-0.0225,-5.37,-10.12,-4.70
83,772393085,0.8223,0.3896,-0.0273,-5.49,-10.85,-5.67
84,772398085,0.8213,0.3901,-0.0342,-5.55,-11.52,-6.40
85,772403087,0.8184,0.3896,-0.0356,-5.79,-12.32,-7.32
86,772408160,0.8164,0.3945,-0.0371,-5.98,-12.87,-8.11
87,772413175,0.8154,0.4004,-0.0322,-6.22,-13.41,-8.84
88,772418086,0.8193,0.4072,-0.0410,-6.46,-13.84,-9.51
89,772423087,0.8193,0.4126,-0.0415,-6.77,-14.21,-10.18
90,772428086,0.8213,0.4199,-0.0547,-7.13,-14.45,-10.79
91,772433322,0.8228,0.4258,-0.0601,-7.56,-15.00,-11.28
92,772438087,0.8232,0.4326,-0.0718,-8.11,-15.24,-11.71
93,772443087,0.8320,0.4312,-0.0718,-8.78,-15.67,-12.13
94,772448087,0.8296,0.4336,-0.0742,-9.63,-15.98,-12.50
95,772453086,0.8335,0.4302,-0.0830,-10.67,-16.40,-12.62
96,772458087,0.8301,0.4380,-0.0830,-11.77,-16.83,-12.87
97,772463087,0.8320,0.4414,-0.0864,-13.11,-17.38,-13.11
98,772468087,0.8354,0.4473,-0.0947,-14.33,-17.80,-13.17
99,772473086,0.8374,0.4521,-0.0996,-15.73,-18.29,-13.35
100,772478087,0.8354,0.4531,-0.0967,-16.95,-18.66,-13.54
101,772483087,0.8379,0.4580,-0.0972,-18.11,-18.96,-13.54
102,772488087,0.8354,0.4595,-0.1045,-19.21,-19.27,-13.54
103,772493086,0.8408,0.4707,-0.1074,-20.24,-19.57,-13.41
104,772498087,0.8389,0.4775,-0.1089,-21.10,-19.76,-13.60
105,772503089,0.8403,0.4814,-0.1147,-22.01,-19.88,-13.41
106,772508086,0.8398,0.4849,-0.1187,-22.74,-20.06,-13.29
