# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,72437796,-0.8760,-0.0684,0.4136,8.84,10.30,16.04
1,72442967,-0.8896,-0.0693,0.4126,7.07,10.73,17.87
2,72447798,-0.9058,-0.0688,0.4116,5.06,11.16,19.70
3,72452795,-0.9229,-0.0620,0.3984,2.68,11.28,21.46
4,72457796,-0.9399,-0.0542,0.3892,0.24,11.71,23.17
5,72462796,-0.9473,-0.0493,0.3911,-2.44,11.89,24.76
6,72467796,-0.9453,-0.0615,0.3809,-5.55,12.07,26.52
7,72472796,-0.9473,-0.0693,0.3770,-8.84,12.13,28.17
8,72477796,-0.9600,-0.0659,0.3774,-12.32,12.13,29.88
9,72482796,-0.9766,-0.0708,0.3809,-16.10,12.38,31.46
10,72487796,-0.9868,-0.0708,0.3823,-20.12,12.68,33.11
11,72492796,-0.9824,-0.0679,0.3809,-24.27,12.93,34.57
12,72497796,-0.9741,-0.0684,0.3760,-28.66,13.41,36.04
13,72503090,-0.9487,-0.0601,0.3745,-33.41,13.78,37.38
14,72507796,-0.9287,-0.0483,0.3833,-38.29,14.33,38.72
15,72512796,-0.9141,-0.0430,0.3965,-43.35,15.00,39.88
16,72517796,-0.8984,-0.0425,0.4038,-48.29,15.91,41.04
17,72522797,-0.8843,-0.0547,0.4121,-53.35,16.95,42.26
18,72527796,-0.8638,-0.0605,0.4277,-58.23,18.05,43.54
19,72532796,-0.8530,-0.0518,0.4341,-63.23,19.51,44.88
20,72537796,-0.8535,-0.0269,0.4263,-68.23,21.04,45.98
21,72542796,-0.8643,-0.0181,0.4351,-73.05,22.56,47.01
22,72547796,-0.8750,-0.0107,0.4277,-78.17,24.09,47.99
23,72552796,-0.8921,-0.0093,0.4316,-83.29,25.79,48.78
24,72557796,-0.9062,-0.0127,0.4180,-88.54,27.44,49.57
25,72562796,-0.9336,-0.0024,0.4131,-93.84,28.84,50.18
26,72567794,-0.9761,0.0195,0.3882,-98.84,30.18,50.73
27,72572798,-1.0117,0.0312,0.3569,-103.35,30.91,50.91
28,72577796,-1.0566,0.0234,0.3276,-107.38,31.52,50.79
29,72582794,-1.0825,0.0293,0.3140,-111.04,31.65,50.79
30,72587794,-1.0972,0.0308,0.3027,-114.33,31.52,50.49
31,72592794,-1.1060,0.0225,0.2905,-117.07,30.98,50.06
32,72597794,-1.1035,0.0215,0.2793,-119.39,30.43,49.57
33,72602794,-1.1084,0.0195,0.3022,-121.34,29.70,49.09
34,72607794,-1.1055,0.0190,0.3350,-122.74,29.33,48.48
35,72612794,-1.0884,0.0166,0.3413,-124.21,29.09,47.87
36,72617794,-1.0532,0.0498,0.2456,-125.18,28.29,47.13
37,72622799,-1.1104,-0.1187,0.3232,-126.46,25.79,45.79
38,72627796,-1.1475,0.0508,0.0923,-127.44,22.13,44.88
39,72632795,-1.1367,0.1353,0.4404,-129.45,20.18,43.41
40,72637796,-1.0801,0.1558,0.6572,-132.32,20.73,41.89
41,72642796,-1.0039,0.0859,0.3433,-134.82,19.63,40.06
42,72647815,-0.9546,0.0142,0.2651,-136.71,17.13,38.35
43,72652796,-0.9180,-0.0220,0.5801,-138.11,16.22,36.59
44,72657798,-0.8965,0.0020,0.5498,-138.90,15.91,34.88
45,72662795,-0.8760,0.0425,0.3145,-138.54,14.09,33.17
46,72667796,-0.8828,0.0674,0.4292,-137.50,12.32,31.71
47,72672794,-0.9248,0.0435,0.6162,-136.22,12.01,30.49
48,72677796,-0.9658,-0.0171,0.5107,-134.45,11.16,29.63
49,72682796,-0.9629,-0.0522,0.3945,-132.50,9.88,29.21
50,72687796,-0.9697,-0.0640,0.5366,-130.49,9.15,28.84
51,72692796,-0.9824,-0.0562,0.5669,-128.54,8.78,28.35
52,72697796,-0.9844,-0.0273,0.4141,-126.52,7.56,27.99
53,72702796,-0.9805,0.0195,0.4082,-124.63,6.04,27.26
54,72707796,-1.0117,0.0034,0.4224,-122.56,4.09,26.40
