# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,143421984,0.1230,-0.9390,0.3901,13.66,10.06,11.77
1,143426985,0.1260,-0.9355,0.3931,15.18,9.27,11.95
2,143431984,0.1323,-0.9351,0.3843,16.65,8.35,12.26
3,143436984,0.1436,-0.9341,0.3843,18.11,7.56,12.50
4,143441984,0.1519,-0.9404,0.3809,19.57,6.34,12.62
5,143446984,0.1592,-0.9419,0.3765,20.85,5.37,12.74
6,143451982,0.1729,-0.9448,0.3745,21.83,4.21,12.93
7,143456984,0.1826,-0.9448,0.3770,22.74,2.87,12.93
8,143462471,0.1943,-0.9556,0.3745,23.35,1.10,13.05
9,143466984,0.2031,-0.9517,0.3682,23.54,-0.18,13.05
10,143471984,0.2134,-0.9575,0.3735,23.54,-1.59,12.99
11,143476984,0.2241,-0.9556,0.3691,23.11,-3.23,12.93
12,143482367,0.2354,-0.9604,0.3706,22.32,-4.57,12.74
13,143486984,0.2397,-0.9644,0.3730,21.28,-5.98,12.44
14,143491984,0.2456,-0.9717,0.3711,19.88,-7.26,12.01
15,143496984,0.2520,-0.9756,0.3774,17.87,-8.29,11.65
16,143501984,0.2495,-0.9766,0.3735,15.98,-9.15,11.10
17,143506984,0.2529,-0.9849,0.3750,13.90,-10.06,10.37
18,143511984,0.2505,-0.9863,0.3745,11.77,-10.61,9.76
19,143516984,0.2471,-0.9907,0.3716,9.51,-10.85,8.90
20,143521984,0.2446,-0.9922,0.3647,7.44,-11.10,7.93
21,143526985,0.2480,-0.9888,0.3682,5.67,-11.16,6.83
22,143531984,0.2417,-0.9980,0.3672,4.33,-11.04,5.85
23,143536984,0.2212,-1.0073,0.3604,2.87,-10.91,4.76
24,143541983,0.2075,-1.0044,0.3760,1.59,-10.55,3.72
25,143546984,0.1982,-1.0083,0.3755,0.30,-10.06,2.56
26,143551982,0.1963,-1.0127,0.3716,-0.79,-9.70,1.34
27,143556982,0.1938,-1.0112,0.3638,-1.83,-9.21,0.12
28,143561984,0.1860,-1.0098,0.3770,-2.56,-8.78,-1.04
29,143566983,0.1787,-1.0093,0.3804,-3.60,-8.23,-2.32
30,143571982,0.1689,-1.0029,0.3740,-4.21,-7.87,-3.29
31,143577402,0.1680,-1.0000,0.3833,-4.88,-7.32,-4.27
32,143581984,0.1631,-0.9946,0.3882,-5.37,-7.01,-5.18
33,143586984,0.1611,-0.9849,0.3867,-5.73,-6.65,-5.85
34,143591984,0.1567,-0.9814,0.3867,-5.98,-6.40,-6.52
35,143596984,0.1558,-0.9785,0.3911,-6.34,-6.16,-7.13
36,143601984,0.1519,-0.9678,0.3901,-6.28,-5.98,-7.50
37,143606984,0.1431,-0.9609,0.3989,-6.40,-5.67,-7.87
38,143612433,0.1401,-0.9478,0.3984,-6.34,-5.49,-8.05
