# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,587833294,-0.7808,-0.4429,-0.3672,15.18,4.88,0.91
1,587838296,-0.7671,-0.4375,-0.3691,15.30,5.12,0.55
2,587843294,-0.7871,-0.4365,-0.3594,15.00,5.30,0.18
3,587848297,-0.8037,-0.4453,-0.3545,14.39,5.61,-0.18
4,587853300,-0.7998,-0.4473,-0.3579,13.41,5.85,-0.49
5,587858296,-0.7949,-0.4497,-0.3594,12.20,6.22,-0.91
6,587863764,-0.7788,-0.4395,-0.3486,10.73,6.46,-1.04
7,587868296,-0.7812,-0.4390,-0.3447,8.90,6.65,-1.22
8,587873296,-0.7949,-0.4438,-0.3462,7.13,7.07,-1.40
9,587878296,-0.7930,-0.4424,-0.3403,5.12,7.20,-1.59
10,587883298,-0.7769,-0.4404,-0.3413,2.80,7.62,-1.77
11,587888498,-0.7949,-0.4453,-0.3340,0.67,7.93,-1.95
12,587893295,-0.7866,-0.4458,-0.3340,-1.65,8.23,-1.95
13,587898296,-0.7744,-0.4429,-0.3364,-4.02,8.54,-2.01
14,587903296,-0.7734,-0.4414,-0.3325,-6.10,8.72,-2.07
15,587908295,-0.7725,-0.4414,-0.3306,-8.29,8.96,-2.07
16,587913296,-0.7690,-0.4365,-0.3301,-10.43,8.84,-2.20
17,587918295,-0.7793,-0.4331,-0.3286,-12.26,9.15,-2.20
18,587923295,-0.7847,-0.4331,-0.3267,-13.96,8.90,-2.32
19,587928294,-0.7891,-0.4385,-0.3335,-15.43,9.15,-2.32
20,587933294,-0.7896,-0.4375,-0.3330,-16.77,9.02,-2.44
21,587938294,-0.7715,-0.4355,-0.3252,-17.74,8.96,-2.56
22,587943294,-0.7578,-0.4233,-0.3359,-18.54,8.84,-2.62
23,587948294,-0.7656,-0.4258,-0.3271,-19.21,8.60,-2.87
24,587953298,-0.7700,-0.4233,-0.3262,-19.57,8.41,-2.87
25,587958295,-0.7612,-0.4224,-0.3276,-19.63,8.23,-3.11
26,587963296,-0.7642,-0.4165,-0.3291,-19.57,7.93,-3.35
27,587968296,-0.7744,-0.4214,-0.3296,-19.21,7.68,-3.48
28,587973296,-0.7583,-0.4155,-0.3252,-18.78,7.50,-3.72
29,587978296,-0.7642,-0.4194,-0.3301,-18.17,7.32,-3.96
30,587983296,-0.7705,-0.4204,-0.3262,-17.38,7.07,-4.27
31,587988296,-0.7676,-0.4175,-0.3281,-16.52,6.71,-4.45
32,587993295,-0.7524,-0.4111,-0.3237,-15.49,6.46,-4.63
33,587998296,-0.7583,-0.4121,-0.3276,-14.39,6.16,-4.88
34,588003730,-0.7646,-0.4150,-0.3252,-13.29,5.91,-5.12
35,588008296,-0.7710,-0.4224,-0.3237,-12.13,5.67,-5.37
36,588013296,-0.7671,-0.4126,-0.3311,-10.98,5.37,-5.67
37,588018370,-0.7661,-0.4116,-0.3232,-9.57,5.06,-5.85
38,588023296,-0.7896,-0.4189,-0.3281,-8.29,4.63,-6.16
39,588028296,-0.7793,-0.4160,-0.3252,-7.50,4.39,-6.28
40,588033297,-0.7808,-0.4175,-0.3311,-6.34,4.21,-6.59
41,588038296,-0.7734,-0.4116,-0.3218,-5.24,3.78,-6.65
42,588043493,-0.7627,-0.4004,-0.3247,-4.27,3.60,-6.77
43,588048752,-0.7695,-0.4023,-0.3286,-3.17,3.17,-7.07
44,588053296,-0.7808,-0.4033,-0.3242,-2.44,2.68,-7.07
45,588058296,-0.7842,-0.4072,-0.3276,-1.77,2.50,-7.13
46,588063296,-0.7871,-0.4043,-0.3271,-1.16,1.89,-7.38
47,588068296,-0.7915,-0.4048,-0.3325,-0.55,1.77,-7.38
48,588073296,-0.7793,-0.4053,-0.3291,-0.06,1.34,-7.50
49,588078295,-0.7598,-0.4023,-0.3242,0.24,0.85,-7.62
50,588083294,-0.7715,-0.3979,-0.3252,0.61,0.49,-7.62
51,588088294,-0.7817,-0.3999,-0.3291,0.73,0.12,-7.62
52,588093294,-0.7798,-0.4023,-0.3291,1.04,-0.30,-7.80
53,588098294,-0.7798,-0.4072,-0.3242,1.10,-0.67,-7.68
54,588103297,-0.7671,-0.4004,-0.3281,1.10,-1.16,-7.74
55,588108296,-0.7578,-0.3945,-0.3276,1.22,-1.59,-7.74
56,588113318,-0.7773,-0.4019,-0.3267,1.16,-1.89,-7.80
57,588118297,-0.7749,-0.4033,-0.3301,1.16,-2.20,-7.87
58,588123296,-0.7734,-0.4038,-0.3291,1.04,-2.62,-7.87
59,588128295,-0.7568,-0.3965,-0.3247,0.91,-2.99,-7.87
60,588133295,-0.7515,-0.3882,-0.3252,0.91,-3.35,-7.99
61,588138294,-0.7461,-0.3901,-0.3252,0.73,-3.78,-7.93
62,588143294,-0.7544,-0.3931,-0.3252,0.73,-4.15,-8.05
63,588148294,-0.7598,-0.3926,-0.3267,0.61,-4.39,-7.99
64,588153294,-0.7573,-0.3882,-0.3193,0.49,-4.63,-8.17
