# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,218755442,0.8892,-0.5083,0.2544,61.28,-34.27,-66.95
1,218760718,0.8945,-0.4985,0.2510,63.23,-35.73,-68.17
2,218765442,0.9048,-0.4971,0.2432,65.18,-37.13,-69.45
3,218770441,0.9106,-0.4897,0.2510,67.26,-38.41,-70.49
4,218775443,0.9082,-0.4834,0.2539,69.45,-39.88,-71.52
5,218780442,0.9102,-0.4771,0.2598,71.40,-41.04,-72.32
6,218785441,0.9136,-0.4697,0.2603,73.29,-42.20,-73.23
7,218790442,0.9106,-0.4653,0.2646,74.88,-43.29,-74.02
8,218795440,0.9062,-0.4390,0.2891,75.73,-44.33,-74.76
9,218800442,0.9224,-0.4170,0.2666,76.04,-45.18,-75.67
10,218805441,0.9521,-0.4668,0.2642,76.22,-46.10,-76.52
11,218810442,0.9409,-0.4536,0.3218,75.55,-46.52,-77.26
12,218815440,0.9287,-0.4395,0.2764,74.21,-46.89,-78.05
13,218820442,0.9224,-0.4194,0.2783,71.83,-47.44,-78.90
14,218825441,0.9282,-0.4131,0.2915,68.78,-47.87,-79.88
15,218830442,0.9321,-0.4053,0.2783,65.24,-48.17,-80.85
16,218835440,0.9346,-0.3940,0.2759,61.46,-48.54,-81.83
17,218840444,0.9414,-0.3955,0.2954,57.13,-48.72,-82.87
18,218845441,0.9414,-0.3940,0.2964,52.80,-48.66,-83.84
19,218850444,0.9390,-0.3882,0.2969,48.78,-48.60,-84.70
20,218855440,0.9536,-0.3853,0.3022,44.57,-48.41,-85.49
21,218860442,0.9678,-0.3706,0.3037,40.37,-48.29,-86.28
22,218865441,0.9795,-0.3589,0.3091,36.34,-48.05,-87.26
23,218870441,0.9966,-0.3535,0.3066,32.50,-47.80,-88.29
24,218875444,0.9980,-0.3394,0.3120,28.23,-47.44,-89.39
25,218880443,0.9980,-0.3350,0.3174,25.61,-47.26,-90.12
26,218885441,0.9932,-0.3188,0.3096,22.50,-47.01,-90.98
27,218890444,0.9829,-0.3164,0.3062,19.57,-46.77,-91.71
28,218895440,0.9814,-0.3096,0.2988,17.07,-46.46,-92.50
29,218900442,0.9727,-0.2974,0.3037,14.88,-46.40,-92.99
30,218905441,0.9761,-0.2988,0.2896,13.17,-46.28,-93.60
31,218910444,0.9697,-0.2871,0.2998,11.89,-46.22,-94.02
32,218915440,0.9668,-0.2842,0.2896,11.04,-46.28,-94.51
33,218920442,0.9717,-0.2725,0.2837,10.85,-46.34,-94.63
34,218925441,0.9697,-0.2544,0.2769,10.85,-46.28,-94.94
35,218930770,0.9756,-0.2393,0.2695,11.28,-46.40,-95.12
36,218935443,0.9849,-0.2251,0.2656,11.71,-46.52,-95.55
37,218940441,0.9795,-0.2056,0.2607,12.07,-46.77,-95.91
38,218945442,0.9805,-0.1948,0.2568,12.56,-47.01,-96.28
39,218950442,0.9961,-0.1890,0.2656,13.41,-47.38,-96.71
40,218955442,0.9917,-0.1719,0.2559,13.96,-47.32,-97.13
41,218960441,0.9634,-0.1655,0.2471,14.63,-47.44,-97.62
42,218965442,0.9629,-0.1626,0.2422,15.43,-47.56,-97.74
43,218970441,0.9409,-0.1514,0.2451,16.16,-47.50,-97.99
44,218975487,0.9263,-0.1426,0.2412,16.89,-47.44,-98.29
45,218980443,0.9058,-0.1270,0.2432,17.80,-47.50,-98.41
46,218985442,0.8848,-0.1138,0.2324,18.66,-47.38,-98.72
47,218990441,0.8721,-0.1074,0.2319,19.76,-47.32,-98.90
48,218995442,0.8545,-0.0967,0.2378,20.91,-46.89,-99.02
49,219000441,0.8291,-0.0889,0.2422,22.26,-46.34,-99.15
50,219005442,0.8247,-0.0718,0.2271,23.48,-45.73,-99.27
51,219010442,0.8423,-0.0566,0.2349,24.45,-45.24,-99.27
52,219015442,0.8633,-0.0400,0.2432,25.00,-44.51,-99.15
53,219020441,0.8779,-0.0259,0.2256,25.37,-43.72,-99.15
54,219025442,0.8721,0.0083,0.2222,25.67,-43.05,-99.33
55,219030443,0.8535,0.0234,0.2266,25.24,-42.07,-99.70
56,219035442,0.8477,0.0464,0.2124,24.45,-41.40,-100.00
57,219040442,0.8413,0.0547,0.2002,22.99,-40.55,-100.43
58,219045442,0.8086,0.0654,0.1797,20.91,-40.00,-100.79
59,219050443,0.7847,0.0664,0.1846,18.17,-39.51,-101.28
60,219055442,0.8110,0.0581,0.1753,14.39,-39.21,-101.52
61,219060441,0.8364,0.0703,0.1475,9.70,-38.96,-101.71
62,219065442,0.8306,0.0928,0.1470,4.27,-39.02,-102.13
63,219070442,0.7837,0.1069,0.1597,-1.77,-38.90,-102.68
64,219075442,0.7427,0.1284,0.1836,-8.17,-38.41,-103.60
65,219080440,0.7422,0.1484,0.0952,-14.82,-38.35,-104.94
66,219085443,0.7949,0.1323,0.1284,-21.71,-38.41,-106.34
67,219090442,0.6582,0.0386,0.0796,-28.48,-38.72,-106.95
68,219095441,0.7715,0.1353,0.1338,-34.45,-38.84,-107.62
69,219100444,0.9678,0.1992,0.1245,-39.88,-38.78,-109.45
70,219105440,1.0713,0.1577,0.1079,-45.12,-38.66,-111.52
71,219110442,1.0845,0.1294,0.1558,-50.00,-38.41,-112.87
72,219115441,1.0439,0.1440,0.2051,-54.15,-37.26,-114.21
73,219120445,0.9663,0.1572,0.1953,-58.41,-35.49,-115.73
74,219125440,0.8696,0.1724,0.1821,-62.80,-33.72,-117.44
75,219130442,0.8105,0.1968,0.1738,-67.62,-32.01,-119.33
76,219135441,0.7676,0.2139,0.1582,-72.87,-30.61,-121.65
77,219140442,0.7544,0.2251,0.1245,-78.60,-29.51,-124.15
78,219145440,0.7402,0.2246,0.0991,-84.82,-28.90,-126.59
79,219150440,0.7241,0.2168,0.0820,-91.28,-28.60,-129.02
80,219155442,0.7007,0.2021,0.0693,-97.87,-28.48,-131.34
81,219160442,0.6670,0.2148,0.0342,-104.39,-29.09,-133.17
82,219165442,0.6274,0.2495,-0.0073,-110.73,-30.30,-135.30
83,219170441,0.5952,0.2910,0.0215,-116.28,-31.89,-137.74
84,219175442,0.5698,0.3096,0.0264,-120.91,-33.35,-140.61
85,219180440,0.5542,0.3281,0.0298,-123.72,-34.57,-143.48
86,219185441,0.5371,0.3486,0.0430,-124.39,-35.61,-146.46
87,219190443,0.5029,0.3506,0.0806,-122.32,-36.28,-149.33
88,219195443,0.4663,0.3491,0.1040,-117.13,-36.34,-152.01
89,219200444,0.4102,0.3574,0.1294,-108.78,-35.67,-154.39
90,219205440,0.3521,0.3965,0.1470,-97.07,-34.70,-156.95
91,219210444,0.3179,0.4175,0.1631,-82.13,-33.41,-159.57
92,219215441,0.3125,0.4185,0.1782,-64.02,-32.01,-162.32
93,219220444,0.3164,0.4307,0.1963,-43.11,-30.37,-164.76
94,219225440,0.3110,0.4487,0.2051,-20.18,-29.09,-167.32
95,219230442,0.2910,0.4688,0.1963,4.21,-28.11,-169.88
96,219235441,0.2686,0.4922,0.1802,28.84,-27.38,-172.68
97,219240444,0.2490,0.5171,0.1675,53.11,-27.62,-175.73
98,219245440,0.2383,0.5376,0.1489,75.79,-28.60,-178.90
99,219250442,0.2334,0.5112,0.1362,96.65,-30.06,-181.89
100,219255441,0.2153,0.5396,0.1475,115.18,-31.95,-184.88
101,219260444,0.1909,0.5449,0.1543,131.40,-34.09,-188.05
102,219265440,0.1675,0.5620,0.1768,145.00,-36.16,-191.10
103,219270442,0.1470,0.5845,0.1919,156.16,-38.29,-194.63
104,219275441,0.1240,0.6055,0.1821,164.57,-40.61,-198.35
105,219280441,0.0928,0.6069,0.1841,170.06,-43.17,-202.38
106,219285442,0.0527,0.6157,0.1655,173.11,-46.16,-206.40
107,219290443,0.0088,0.6353,0.1475,173.72,-49.51,-210.61
108,219295442,-0.0264,0.6533,0.1201,172.62,-53.11,-214.94
109,219300442,-0.0366,0.6831,0.1016,170.85,-57.32,-219.70
110,219305442,-0.0327,0.7158,0.0952,168.23,-61.59,-224.88
111,219310441,-0.0322,0.7642,0.0820,165.85,-65.91,-230.37
112,219315442,0.1270,1.5762,0.2046,163.17,-69.51,-237.26
113,219320441,0.1201,1.0693,0.1621,157.50,-72.50,-245.06
114,219325442,0.0952,0.7822,0.1636,153.90,-74.63,-249.21
115,219330442,0.0156,1.0845,0.1631,148.35,-76.65,-256.22
116,219335442,0.0034,1.3291,0.1440,138.41,-78.60,-264.70
117,219340443,-0.0303,1.3574,0.2212,125.37,-80.06,-271.89
118,219345442,-0.2144,1.2837,0.0425,109.02,-81.28,-277.74
119,219350441,-0.4414,1.2300,-0.0967,89.02,-83.17,-282.74
120,219355442,-0.5806,1.2427,-0.1343,65.85,-84.51,-287.20
121,219360442,-0.6533,1.2817,-0.2163,39.82,-85.24,-291.46
122,219365442,-0.6992,1.3086,-0.2739,11.10,-85.12,-295.43
123,219371278,-0.7261,1.3438,-0.2959,-26.16,-83.66,-300.30
124,219375440,-0.7739,1.3701,-0.3149,-51.83,-81.83,-303.90
125,219380444,-0.8101,1.4355,-0.3057,-83.41,-78.41,-308.96
126,219385443,-0.8418,1.4731,-0.2500,-114.70,-73.54,-314.63
127,219390443,-0.8545,1.4673,-0.2734,-145.55,-67.26,-320.30
128,219395442,-0.9053,1.4556,-0.2847,-176.46,-59.82,-325.18
129,219400442,-0.9961,1.4585,-0.2861,-207.99,-51.40,-329.70
130,219405442,-1.0703,1.4648,-0.3223,-240.73,-42.01,-333.84
131,219410443,-1.1030,1.4741,-0.3276,-274.63,-32.38,-337.32
132,219415442,-1.0972,1.5112,-0.3115,-309.02,-21.71,-340.49
133,219420442,-1.1089,1.4702,-0.3223,-343.90,-10.61,-343.29
134,219425442,-1.1416,1.6035,-0.3569,-379.09,0.91,-346.28
135,219430443,-1.0693,1.5933,-0.2632,-415.06,13.11,-349.27
136,219435442,-1.0093,1.6128,-0.3413,-448.78,25.79,-351.28
137,219440442,-1.0132,1.6260,-0.2896,-477.80,38.41,-352.62
138,219445442,-1.0459,1.6587,-0.2207,-501.34,51.77,-352.56
139,219450442,-1.0615,1.6943,-0.2002,-519.33,65.24,-351.89
140,219455442,-1.0518,1.7056,-0.1396,-532.38,79.02,-350.12
141,219460443,-1.0347,1.7280,-0.0869,-541.59,91.71,-347.44
142,219465442,-1.0298,1.7129,-0.0410,-546.52,102.01,-344.63
143,219470579,-1.0273,1.7178,0.0298,-550.91,116.83,-339.76
144,219475442,-0.9976,1.7842,0.0923,-552.20,126.10,-336.28
145,219480441,-0.9829,1.7793,0.1572,-551.89,136.95,-331.71
146,219485443,-0.9565,1.8242,0.2344,-547.74,148.48,-325.85
147,219490444,-0.9697,1.8032,0.2959,-540.24,157.20,-320.79
148,219495441,-0.9897,1.7856,0.3887,-530.30,163.60,-316.28
149,219500444,-0.9912,1.7744,0.5039,-513.17,170.98,-310.12
150,219505441,-0.9956,1.7349,0.6206,-490.98,177.62,-302.99
151,219510442,-0.9893,1.6904,0.7192,-465.55,183.11,-295.49
152,219515441,-0.9771,1.6499,0.8037,-438.41,187.01,-287.56
153,219520442,-0.9419,1.6021,0.9131,-411.59,189.33,-279.63
154,219525441,-0.8608,1.5361,1.0117,-386.34,190.00,-272.01
155,219530444,-0.7954,1.4873,1.1362,-363.84,189.45,-264.82
156,219535441,-0.7515,1.4351,1.2275,-345.00,187.56,-258.48
157,219540445,-0.6904,1.3833,1.3364,-330.24,184.51,-253.23
158,219545441,-0.6113,1.3389,1.4355,-319.45,180.49,-249.09
159,219550442,-0.5518,1.3013,1.5312,-311.95,175.98,-246.16
160,219555441,-0.5288,1.2354,1.6235,-306.83,170.73,-243.96
161,219560442,-0.5396,1.1787,1.7222,-302.38,165.49,-241.95
162,219565441,-0.5698,1.1274,1.8096,-297.74,159.76,-240.12
163,219570442,-0.6357,1.0742,1.8804,-292.56,153.84,-238.23
164,219575441,-0.7158,1.0249,1.9229,-286.10,147.13,-236.40
165,219580484,-0.7593,0.9810,1.9766,-278.05,139.70,-234.51
166,219585444,-0.7720,0.9468,2.0386,-267.20,131.65,-232.80
167,219590441,-0.7715,0.9263,2.1060,-253.11,122.93,-231.34
168,219595686,-0.7837,0.8994,2.1631,-232.68,111.83,-229.94
169,219600442,-0.7988,0.8716,2.1943,-217.44,103.72,-228.96
170,219605441,-0.8027,0.8530,2.2358,-197.87,92.74,-228.11
171,219610442,-0.7930,0.8428,2.2769,-178.54,81.77,-227.50
172,219615441,-0.7812,0.8237,2.3042,-160.61,69.27,-226.95
173,219620442,-0.7739,0.8086,2.3369,-145.18,56.65,-226.71
174,219625441,-0.7891,0.7920,2.3433,-132.50,43.48,-226.40
175,219630442,-0.8130,0.7637,2.3452,-122.80,29.76,-225.73
176,219635441,-0.8120,0.7422,2.3540,-115.30,15.67,-224.63
177,219640442,-0.8276,0.7339,2.3633,-109.94,1.95,-223.17
178,219645441,-0.8550,0.7222,2.3496,-106.65,-11.65,-221.40
179,219650444,-0.8975,0.7124,2.3379,-105.12,-25.37,-219.15
180,219655441,-0.9214,0.7012,2.3110,-104.94,-38.84,-216.59
181,219660444,-0.9565,0.7041,2.2900,-105.61,-51.95,-213.78
182,219665441,-0.9922,0.7139,2.2549,-106.65,-64.94,-210.73
183,219670444,-1.0371,0.7222,2.2339,-107.13,-77.56,-207.62
184,219675441,-1.0869,0.7373,2.2095,-107.13,-89.94,-204.33
185,219680442,-1.1079,0.7427,2.1782,-106.34,-102.20,-200.79
186,219685441,-1.1260,0.7490,2.1523,-105.12,-113.90,-197.13
187,219690441,-1.1235,0.7534,2.1235,-103.66,-125.61,-193.54
188,219695442,-1.1304,0.7539,2.0845,-102.50,-137.01,-189.45
189,219700443,-1.1416,0.7441,2.0522,-101.46,-148.35,-185.18
190,219705442,-1.1421,0.7344,2.0239,-100.37,-159.63,-180.61
191,219710442,-1.1333,0.7271,1.9912,-99.21,-170.61,-175.98
192,219715442,-1.1309,0.7109,1.9561,-98.29,-181.52,-171.28
193,219720442,-1.1201,0.6982,1.9224,-97.68,-192.01,-166.40
194,219725442,-1.1172,0.6724,1.8867,-96.95,-202.38,-161.46
195,219730442,-1.1094,0.6445,1.8423,-96.16,-212.74,-156.40
196,219735442,-1.0947,0.6323,1.8218,-94.94,-222.74,-151.04
197,219740442,-1.0718,0.6138,1.7910,-94.02,-232.80,-146.04
198,219745442,-1.0718,0.6040,1.7480,-93.84,-242.80,-140.79
199,219750442,-1.0527,0.5923,1.7080,-94.27,-253.17,-135.91
200,219755442,-1.0337,0.5972,1.6880,-94.27,-263.23,-131.22
201,219760442,-1.0415,0.5923,1.6729,-93.66,-272.80,-126.83
202,219765442,-1.0542,0.5898,1.6553,-92.68,-282.01,-122.62
203,219770442,-1.0571,0.5791,1.6343,-91.71,-291.16,-118.48
204,219775442,-1.0425,0.5669,1.6157,-91.95,-299.33,-114.82
205,219780442,-1.0303,0.5596,1.5908,-94.15,-307.56,-111.28
206,219785442,-1.0107,0.5503,1.5684,-98.23,-315.30,-108.23
207,219790440,-1.0161,0.5356,1.5332,-104.15,-323.05,-105.37
208,219795440,-1.0254,0.5264,1.4990,-111.10,-330.91,-102.80
209,219800444,-1.0142,0.5122,1.4800,-117.68,-338.29,-100.43
210,219805441,-0.9990,0.5015,1.4639,-123.05,-345.55,-98.11
211,219810748,-0.9946,0.4917,1.4292,-127.07,-352.44,-96.04
212,219815443,-0.9775,0.4751,1.3926,-129.94,-359.27,-94.02
213,219820441,-0.9629,0.4634,1.3643,-131.52,-365.91,-91.77
214,219825443,-0.9580,0.4526,1.3398,-132.32,-372.01,-89.76
215,219830442,-0.9507,0.4365,1.2964,-133.35,-379.70,-87.20
216,219835442,-0.9438,0.4268,1.2734,-134.57,-384.45,-85.49
217,219840443,-0.9604,0.4165,1.2290,-136.95,-390.49,-83.41
218,219845442,-0.9697,0.4160,1.1948,-139.94,-396.22,-81.40
219,219850442,-0.9829,0.4150,1.1572,-143.48,-401.77,-79.51
220,219855442,-1.0068,0.4067,1.1289,-146.52,-407.32,-77.68
221,219860440,-1.0376,0.3931,1.0884,-148.23,-412.56,-75.55
222,219865443,-1.0576,0.3867,1.0562,-148.66,-417.74,-73.17
223,219870497,-1.0537,0.3784,1.0332,-147.68,-422.62,-70.73
224,219875442,-1.0566,0.3789,0.9990,-145.73,-427.44,-67.99
225,219880443,-1.0591,0.3716,0.9590,-142.93,-432.26,-65.12
226,219885442,-1.0591,0.3647,0.9263,-139.51,-437.07,-62.01
227,219890440,-1.0635,0.3691,0.8823,-135.55,-441.52,-58.90
228,219895440,-1.0791,0.3716,0.8389,-130.91,-446.52,-55.67
229,219900648,-1.0747,0.3599,0.8013,-125.91,-451.40,-52.26
230,219905442,-1.0752,0.3501,0.7554,-120.12,-456.10,-48.41
231,219910443,-1.0669,0.3540,0.7319,-113.23,-460.98,-44.33
232,219915442,-1.0654,0.3428,0.6992,-105.37,-465.43,-40.06
233,219920442,-1.0801,0.3398,0.6411,-97.20,-469.70,-35.43
234,219925442,-1.0742,0.3311,0.5698,-88.72,-473.84,-30.37
235,219930442,-1.0601,0.3179,0.5439,-79.21,-478.11,-24.88
236,219935442,-1.0566,0.2988,0.4800,-68.48,-482.13,-18.96
237,219940777,-1.0566,0.2905,0.4297,-56.10,-485.98,-12.50
238,219945442,-1.0518,0.2798,0.3896,-41.83,-489.70,-5.43
239,219950441,-1.0396,0.2607,0.3262,-22.20,-493.78,3.72
240,219955442,-1.0371,0.2500,0.2783,-7.68,-496.40,10.43
241,219960442,-1.0410,0.2261,0.2397,12.20,-499.39,19.57
242,219965442,-1.0420,0.2080,0.1846,33.48,-502.50,29.39
243,219970442,-1.0449,0.1855,0.1426,55.85,-505.37,40.06
244,219975441,-1.0581,0.1631,0.1108,79.02,-507.56,51.40
245,219980444,-1.0737,0.1387,0.0703,102.68,-509.76,63.54
246,219985441,-1.0889,0.1108,0.0352,126.65,-511.89,76.65
247,219990440,-1.0991,0.0830,-0.0020,148.90,-513.60,89.70
248,219995440,-1.1074,0.0474,-0.0298,171.22,-514.82,104.57
249,220000440,-1.1230,0.0142,-0.0522,192.56,-515.67,119.76
250,220005444,-1.1523,-0.0098,-0.0830,212.80,-516.28,135.30
251,220010442,-1.1772,-0.0352,-0.1094,232.07,-516.34,151.52
252,220015441,-1.2183,-0.0391,-0.1411,249.94,-516.10,167.93
253,220020442,-1.2124,-0.0986,-0.1694,266.65,-515.55,185.06
254,220025441,-1.2656,-0.1426,-0.2129,282.26,-514.57,202.87
255,220030442,-1.3271,-0.1777,-0.2300,296.89,-513.11,220.91
256,220035441,-1.3877,-0.1963,-0.2163,310.79,-510.49,239.39
257,220040444,-1.4600,-0.2295,-0.2397,324.39,-506.83,258.17
258,220045441,-1.5347,-0.2769,-0.2466,337.80,-502.20,277.62
259,220050442,-1.6079,-0.2998,-0.2339,350.67,-496.16,297.32
260,220055441,-1.6719,-0.3232,-0.2236,362.93,-488.54,316.83
261,220060442,-1.7168,-0.3462,-0.2144,373.48,-479.33,336.04
262,220065441,-1.7593,-0.3857,-0.1973,382.50,-468.60,355.00
263,220070444,-1.7759,-0.4233,-0.1836,389.33,-456.40,373.11
264,220075441,-1.7627,-0.4507,-0.1772,393.23,-442.50,390.79
265,220080444,-1.7212,-0.4785,-0.1763,393.96,-427.62,407.50
266,220085441,-1.6860,-0.5474,-0.1855,391.77,-411.77,423.29
267,220090442,-1.7173,-0.6157,-0.1816,386.28,-395.06,438.05
268,220095441,-1.7744,-0.6816,-0.2002,377.50,-378.29,451.46
269,220100441,-1.9521,-0.6655,-0.2715,364.94,-361.65,463.35
270,220105444,-1.9048,-0.8169,-0.0674,352.50,-344.21,473.17
271,220110441,-1.8271,-0.8711,-0.1650,338.84,-326.10,482.68
272,220115443,-1.7856,-0.9995,-0.2095,321.95,-308.78,491.77
273,220120443,-1.7144,-1.0415,-0.1606,300.37,-292.62,499.39
274,220125442,-1.6963,-1.0913,-0.1421,273.54,-277.13,504.57
275,220130443,-1.8179,-1.0508,-0.1450,241.04,-262.56,506.52
276,220135442,-1.7734,-1.0210,-0.0234,204.21,-248.41,504.94
277,220140442,-1.6226,-1.0972,-0.0303,164.82,-234.63,500.85
278,220145442,-1.6348,-1.1748,-0.0122,122.44,-222.13,494.88
279,220150442,-1.6553,-1.2422,-0.0420,77.93,-211.77,487.01
280,220155442,-1.7114,-1.2896,-0.0820,32.56,-203.35,477.62
281,220160442,-1.6245,-1.4102,-0.0151,-11.28,-196.46,467.93
282,220165442,-1.6685,-1.4067,-0.0532,-49.76,-190.12,457.44
283,220170440,-1.6611,-1.5342,-0.0205,-80.12,-185.24,446.65
284,220175442,-1.6597,-1.5664,-0.0430,-101.40,-180.79,435.85
285,220180442,-1.6196,-1.6064,-0.0776,-112.68,-176.52,424.82
286,220185442,-1.6108,-1.6431,-0.0566,-114.27,-172.26,414.09
287,220190441,-1.5972,-1.6943,-0.0698,-107.13,-167.87,403.17
288,220195443,-1.5654,-1.7412,-0.0693,-93.72,-162.93,392.44
289,220200441,-1.5566,-1.7681,-0.0586,-76.28,-157.07,381.65
290,220205442,-1.5459,-1.8062,-0.0474,-57.32,-150.67,370.43
291,220210444,-1.5317,-1.8242,-0.0469,-39.76,-143.48,358.84
292,220215442,-1.5557,-1.8564,-0.0332,-26.34,-135.85,346.46
293,220220444,-1.5786,-1.8779,-0.0449,-18.72,-128.41,333.60
294,220225441,-1.6157,-1.9014,-0.0254,-17.68,-120.98,319.94
295,220230442,-1.6582,-1.9194,-0.0112,-22.68,-114.09,305.73
296,220235441,-1.6807,-1.9253,-0.0005,-33.05,-107.68,290.98
297,220240444,-1.6855,-1.9297,0.0142,-47.68,-101.83,275.37
298,220245441,-1.6675,-1.9321,0.0161,-64.88,-96.65,259.27
299,220250442,-1.6338,-1.9277,0.0117,-82.87,-92.20,242.68
300,220255441,-1.6030,-1.9204,0.0225,-99.88,-88.29,225.73
301,220260442,-1.5728,-1.9126,0.0234,-114.33,-85.12,208.84
302,220265441,-1.5425,-1.8970,0.0259,-125.55,-82.26,191.83
303,220270444,-1.5166,-1.8901,0.0166,-132.99,-79.70,175.00
304,220275441,-1.4985,-1.8716,0.0029,-136.89,-77.74,158.48
305,220280444,-1.4868,-1.8511,-0.0127,-137.56,-75.98,142.26
306,220285441,-1.4727,-1.8340,-0.0200,-135.49,-74.45,126.28
307,220290442,-1.4604,-1.8184,-0.0244,-131.46,-73.17,110.79
308,220295441,-1.4497,-1.7954,-0.0420,-126.52,-71.65,95.67
309,220300442,-1.4351,-1.7715,-0.0435,-121.89,-70.61,81.04
310,220305441,-1.4238,-1.7529,-0.0537,-117.93,-69.70,66.16
311,220310444,-1.4146,-1.7280,-0.0503,-115.30,-68.96,51.83
312,220315441,-1.3970,-1.7046,-0.0542,-113.84,-68.17,37.62
313,220320696,-1.3892,-1.6812,-0.0581,-113.35,-67.44,23.60
314,220325442,-1.3896,-1.6567,-0.0557,-113.29,-66.83,9.63
315,220330443,-1.4058,-1.6377,-0.0649,-113.78,-66.59,-3.96
316,220335442,-1.4219,-1.6230,-0.0708,-114.21,-66.46,-17.32
317,220340441,-1.4404,-1.6040,-0.0825,-114.15,-66.52,-30.43
318,220345442,-1.4624,-1.5869,-0.0938,-113.23,-66.40,-42.99
319,220350442,-1.4839,-1.5757,-0.1021,-111.16,-66.71,-55.30
320,220355442,-1.4917,-1.5649,-0.1196,-107.99,-67.38,-67.01
321,220360441,-1.4844,-1.5552,-0.1338,-103.35,-68.29,-78.41
322,220365442,-1.4731,-1.5420,-0.1289,-97.32,-69.21,-89.63
323,220370668,-1.4536,-1.5317,-0.1367,-90.30,-70.37,-100.49
324,220375442,-1.4302,-1.5249,-0.1396,-82.93,-71.52,-111.28
325,220380442,-1.4072,-1.5161,-0.1392,-75.91,-72.68,-121.89
326,220385442,-1.3882,-1.5176,-0.1377,-69.70,-74.15,-132.38
327,220390441,-1.3657,-1.5176,-0.1353,-64.27,-75.49,-142.68
328,220395443,-1.3335,-1.5146,-0.1270,-59.82,-77.01,-152.93
329,220400444,-1.2930,-1.5132,-0.1216,-55.55,-78.29,-163.05
330,220405442,-1.2495,-1.5063,-0.1240,-51.71,-79.63,-173.29
331,220410440,-1.2095,-1.4897,-0.1216,-48.05,-80.85,-183.48
332,220415444,-1.1846,-1.4907,-0.1201,-44.82,-81.89,-193.72
333,220420442,-1.1650,-1.4893,-0.1221,-41.83,-82.74,-203.84
334,220425441,-1.1592,-1.4985,-0.1245,-38.66,-83.60,-213.90
335,220430440,-1.1543,-1.5034,-0.1250,-35.24,-84.39,-223.78
336,220435442,-1.1421,-1.5093,-0.1274,-31.22,-84.51,-233.41
337,220440443,-1.1201,-1.5098,-0.1304,-26.89,-84.51,-243.11
338,220445442,-1.0815,-1.5044,-0.1411,-22.80,-84.51,-252.74
339,220450443,-1.0552,-1.4995,-0.1445,-19.45,-84.33,-262.50
340,220455442,-1.0161,-1.4868,-0.1514,-16.52,-84.45,-272.20
341,220460442,-0.9780,-1.4810,-0.1572,-14.09,-84.39,-282.01
342,220465442,-0.9478,-1.4595,-0.1533,-11.40,-84.57,-291.83
343,220470440,-0.9189,-1.4409,-0.1553,-8.48,-84.82,-301.65
344,220475443,-0.9067,-1.4233,-0.1538,-4.82,-85.06,-311.22
345,220480591,-0.8877,-1.3955,-0.1523,-0.73,-85.61,-320.67
346,220485442,-0.8823,-1.3652,-0.1533,4.21,-86.10,-329.76
347,220490442,-0.8857,-1.3340,-0.1387,10.24,-86.52,-338.60
348,220495441,-0.9043,-1.3042,-0.1157,17.32,-86.83,-346.89
349,220500442,-0.9297,-1.2734,-0.0952,25.12,-87.20,-354.94
350,220505441,-0.9492,-1.2451,-0.0825,32.93,-87.13,-362.38
351,220510440,-0.9590,-1.2065,-0.0669,38.23,-87.26,-368.05
352,220515440,-0.9561,-1.1504,-0.0503,44.94,-87.44,-376.22
