# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,29046982,1.0132,0.1680,-0.0010,-62.20,15.00,-19.45
1,29051986,1.0156,0.1699,0.0049,-62.74,15.49,-19.45
2,29056982,1.0161,0.1646,0.0093,-63.17,15.79,-19.51
3,29061982,1.0127,0.1729,0.0151,-63.54,16.22,-19.51
4,29066985,1.0098,0.1685,0.0254,-63.66,16.52,-19.51
5,29072173,1.0078,0.1758,0.0332,-63.66,16.95,-19.33
6,29077384,1.0063,0.1802,0.0591,-63.72,17.32,-19.33
7,29081984,1.0020,0.1963,0.0708,-64.63,17.56,-19.09
8,29086982,0.9941,0.2129,0.1011,-66.89,17.38,-18.90
9,29091984,0.9849,0.2383,0.1338,-70.61,17.13,-18.60
10,29096982,0.9805,0.2588,0.1611,-76.10,16.65,-18.41
11,29101982,0.9712,0.2817,0.1797,-82.50,15.67,-18.17
12,29106984,0.9604,0.2988,0.1997,-89.63,14.57,-17.87
13,29111984,0.9463,0.3130,0.2129,-96.83,13.48,-17.68
14,29117149,0.9424,0.3120,0.2256,-103.60,12.13,-17.44
15,29122259,0.9429,0.3062,0.2349,-109.51,11.10,-17.32
16,29126984,0.9409,0.2891,0.2114,-114.51,10.06,-17.20
17,29131984,0.9336,0.2847,0.2134,-116.22,9.15,-17.26
18,29136984,0.9268,0.2715,0.2070,-116.46,8.54,-17.44
19,29141984,0.9268,0.2529,0.1948,-114.88,7.87,-17.56
20,29146984,0.9316,0.2373,0.1958,-111.46,7.44,-17.68
21,29151984,0.9380,0.2251,0.1904,-106.89,7.13,-17.68
22,29156983,0.9316,0.2163,0.1924,-101.10,6.77,-17.74
23,29161982,0.9355,0.2114,0.1899,-94.82,6.65,-17.80
