# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,196421695,-0.8423,-0.5557,-0.0044,3.41,-2.99,-2.32
1,196426698,-0.8442,-0.5566,-0.0024,3.48,-3.17,-2.26
2,196431695,-0.8428,-0.5552,-0.0117,3.72,-3.29,-2.32
3,196436695,-0.8433,-0.5571,-0.0103,3.84,-3.60,-2.32
4,196442014,-0.8413,-0.5552,-0.0029,4.02,-3.60,-2.32
5,196446695,-0.8447,-0.5542,-0.0078,4.27,-3.72,-2.38
6,196451695,-0.8438,-0.5591,-0.0073,4.39,-3.90,-2.38
7,196456695,-0.8447,-0.5586,-0.0078,4.39,-4.09,-2.38
8,196461695,-0.8408,-0.5581,-0.0161,4.63,-4.09,-2.32
9,196466695,-0.8447,-0.5557,-0.0161,4.63,-4.21,-2.32
10,196471695,-0.8447,-0.5610,-0.0098,4.51,-4.33,-2.44
11,196476697,-0.8481,-0.5615,-0.0151,4.45,-4.51,-2.32
12,196482054,-0.8477,-0.5654,-0.0127,4.45,-4.63,-2.50
13,196486695,-0.8452,-0.5669,-0.0122,4.39,-4.82,-2.44
14,196491695,-0.8481,-0.5664,-0.0161,4.21,-4.70,-2.44
15,196496694,-0.8516,-0.5688,-0.0190,4.09,-4.82,-2.38
16,196501799,-0.8560,-0.5728,-0.0205,3.90,-4.88,-2.56
17,196506695,-0.8594,-0.5776,-0.0166,3.78,-4.88,-2.62
18,196511694,-0.8589,-0.5781,-0.0229,3.66,-4.94,-2.80
19,196516697,-0.8594,-0.5781,-0.0244,3.41,-5.00,-2.68
20,196521695,-0.8608,-0.5835,-0.0293,3.29,-5.24,-2.93
21,196526695,-0.8599,-0.5859,-0.0327,3.05,-5.37,-2.93
22,196531695,-0.8613,-0.5859,-0.0283,2.80,-5.43,-3.11
23,196536697,-0.8623,-0.5845,-0.0298,2.38,-5.30,-3.17
24,196541695,-0.8638,-0.5903,-0.0327,2.13,-5.30,-3.29
25,196546695,-0.8647,-0.5913,-0.0347,1.89,-5.49,-3.54
26,196551694,-0.8618,-0.5898,-0.0288,1.40,-5.43,-3.72
27,196556695,-0.8618,-0.5957,-0.0308,0.98,-5.49,-3.90
28,196561695,-0.8628,-0.5972,-0.0288,0.55,-5.43,-4.09
29,196566695,-0.8647,-0.5977,-0.0278,0.18,-5.37,-4.33
30,196571695,-0.8638,-0.5967,-0.0347,-0.49,-5.49,-4.57
31,196576758,-0.8667,-0.6035,-0.0322,-1.16,-5.37,-4.88
32,196581693,-0.8643,-0.6040,-0.0249,-1.65,-5.24,-5.18
33,196586695,-0.8623,-0.6069,-0.0332,-2.20,-5.18,-5.37
34,196591695,-0.8657,-0.6108,-0.0254,-2.93,-5.00,-5.61
35,196596695,-0.8643,-0.6118,-0.0239,-3.60,-4.88,-5.91
36,196601695,-0.8623,-0.6108,-0.0264,-4.45,-4.63,-6.28
37,196606695,-0.8643,-0.6113,-0.0283,-5.18,-4.51,-6.65
38,196611695,-0.8613,-0.6108,-0.0254,-5.91,-4.21,-6.95
39,196616695,-0.8589,-0.6128,-0.0337,-6.59,-4.02,-7.26
