# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,456853294,-0.5874,-0.4761,-0.5112,2.07,-1.83,-1.16
1,456858295,-0.5767,-0.4668,-0.5098,1.89,-2.01,-0.98
2,456863294,-0.5996,-0.4780,-0.5142,1.83,-2.20,-0.98
3,456868294,-0.5825,-0.4731,-0.5122,1.46,-2.07,-0.79
4,456873294,-0.5698,-0.4702,-0.5034,1.46,-2.20,-0.49
5,456878297,-0.5840,-0.4692,-0.5024,1.16,-2.26,-0.43
6,456883298,-0.5986,-0.4756,-0.5137,0.98,-2.50,-0.30
7,456888296,-0.5903,-0.4785,-0.5151,0.67,-2.50,-0.12
8,456893732,-0.5967,-0.4800,-0.5073,0.55,-2.68,0.00
9,456898296,-0.5942,-0.4785,-0.5181,0.37,-2.80,0.18
10,456903296,-0.5845,-0.4746,-0.5127,0.18,-2.87,0.24
11,456908296,-0.5776,-0.4707,-0.5181,0.06,-2.93,0.43
12,456913296,-0.5986,-0.4741,-0.5122,0.00,-3.05,0.55
13,456918297,-0.5811,-0.4722,-0.5122,0.06,-3.05,0.79
14,456923294,-0.5840,-0.4761,-0.5146,-0.06,-3.11,0.98
15,456928296,-0.5850,-0.4722,-0.5156,0.12,-3.29,1.04
16,456933296,-0.5850,-0.4756,-0.5161,0.18,-3.11,1.22
17,456938296,-0.5972,-0.4819,-0.5156,0.37,-3.17,1.34
18,456943731,-0.5913,-0.4751,-0.5186,0.37,-3.41,1.65
19,456948296,-0.5874,-0.4790,-0.5142,0.49,-3.41,1.77
20,456953296,-0.5928,-0.4790,-0.5166,0.61,-3.41,1.95
21,456958444,-0.5747,-0.4780,-0.5117,0.79,-3.41,2.01
22,456963301,-0.5703,-0.4717,-0.5146,1.04,-3.41,2.13
23,456968296,-0.5835,-0.4761,-0.5117,1.28,-3.41,2.20
24,456973295,-0.5938,-0.4805,-0.5151,1.40,-3.35,2.32
25,456978296,-0.5928,-0.4839,-0.5176,1.65,-3.48,2.32
26,456983296,-0.5796,-0.4771,-0.5190,1.89,-3.41,2.50
27,456988296,-0.5684,-0.4712,-0.5156,2.07,-3.41,2.56
28,456993408,-0.5742,-0.4727,-0.5161,2.32,-3.41,2.62
29,456998296,-0.5977,-0.4839,-0.5200,2.38,-3.35,2.80
30,457003296,-0.5747,-0.4775,-0.5161,2.56,-3.29,2.80
31,457008296,-0.5996,-0.4878,-0.5171,2.62,-3.11,2.80
32,457013297,-0.6011,-0.4922,-0.5234,2.74,-3.17,2.87
33,457018295,-0.5869,-0.4873,-0.5190,2.80,-3.05,2.93
34,457023294,-0.5913,-0.4863,-0.5205,2.93,-2.99,2.99
35,457028294,-0.5776,-0.4834,-0.5210,2.93,-2.68,2.99
36,457033294,-0.5903,-0.4849,-0.5190,2.80,-2.74,2.99
37,457038294,-0.5986,-0.4897,-0.5269,2.87,-2.56,3.11
38,457043294,-0.5791,-0.4814,-0.5210,2.93,-2.50,3.05
39,457048294,-0.5933,-0.4863,-0.5244,2.93,-2.32,3.05
40,457053295,-0.5840,-0.4824,-0.5200,2.93,-2.32,2.99
41,457058368,-0.5967,-0.4824,-0.5205,3.05,-2.38,2.99
42,457063294,-0.5894,-0.4810,-0.5278,2.99,-2.13,2.93
43,457068296,-0.6050,-0.4883,-0.5229,2.99,-2.07,2.80
44,457073296,-0.6055,-0.4888,-0.5229,2.93,-2.01,2.80
45,457078296,-0.5776,-0.4858,-0.5210,2.87,-1.71,2.74
46,457083296,-0.5879,-0.4810,-0.5239,2.80,-1.83,2.87
47,457088296,-0.5977,-0.4922,-0.5215,2.62,-1.77,2.74
48,457093681,-0.5801,-0.4785,-0.5225,2.32,-1.59,2.68
49,457098296,-0.5791,-0.4858,-0.5234,2.26,-1.52,2.56
50,457103298,-0.5884,-0.4888,-0.5210,1.89,-1.59,2.56
51,457108296,-0.5869,-0.4868,-0.5225,1.65,-1.52,2.68
52,457113321,-0.5654,-0.4819,-0.5239,1.40,-1.40,2.38
53,457118297,-0.5864,-0.4873,-0.5298,1.22,-1.40,2.32
54,457123296,-0.5718,-0.4819,-0.5210,0.98,-1.22,2.26
55,457128295,-0.5952,-0.4902,-0.5195,0.61,-1.40,2.32
56,457133595,-0.5918,-0.4912,-0.5210,0.30,-1.22,2.26
57,457138488,-0.5786,-0.4873,-0.5249,0.18,-1.16,2.20
58,457143389,-0.5918,-0.4917,-0.5288,-0.24,-1.04,2.07
59,457148360,-0.5820,-0.4897,-0.5220,-0.43,-0.98,2.07
60,457153428,-0.5840,-0.4854,-0.5234,-0.61,-0.85,2.07
61,457158652,-0.5986,-0.4863,-0.5229,-0.73,-0.79,1.95
62,457163297,-0.5967,-0.4927,-0.5264,-0.85,-0.73,1.89
63,457168413,-0.6006,-0.4873,-0.5259,-0.85,-0.67,1.89
64,457173296,-0.6040,-0.4902,-0.5259,-1.04,-0.61,1.83
65,457178296,-0.5801,-0.4839,-0.5244,-0.91,-0.55,1.83
66,457183296,-0.6021,-0.4893,-0.5205,-1.04,-0.61,1.77
67,457188296,-0.5903,-0.4902,-0.5190,-0.85,-0.43,1.65
68,457193295,-0.5708,-0.4810,-0.5283,-0.61,-0.49,1.52
69,457198298,-0.5688,-0.4766,-0.5215,-0.30,-0.43,1.40
70,457203296,-0.5815,-0.4800,-0.5137,-0.06,-0.30,1.46
71,457208296,-0.5918,-0.4824,-0.5239,0.37,-0.37,1.28
72,457213299,-0.5786,-0.4829,-0.5200,0.73,-0.43,1.28
73,457218296,-0.5693,-0.4795,-0.5225,1.10,-0.37,1.10
74,457223296,-0.5693,-0.4751,-0.5205,1.65,-0.30,0.98
75,457228296,-0.5698,-0.4648,-0.5132,2.01,-0.06,0.73
76,457233296,-0.5864,-0.4692,-0.5151,2.38,-0.24,0.73
77,457238295,-0.6016,-0.4712,-0.5151,2.68,-0.06,0.55
78,457243762,-0.6011,-0.4663,-0.5093,2.80,0.24,0.30
79,457248296,-0.6084,-0.4707,-0.5146,2.87,0.43,0.30
80,457253296,-0.5991,-0.4717,-0.5151,2.68,0.49,0.12
81,457258296,-0.5830,-0.4624,-0.5073,2.38,0.49,-0.12
82,457263296,-0.5928,-0.4609,-0.5083,2.32,0.55,-0.18
83,457268494,-0.5981,-0.4614,-0.5078,1.89,0.67,-0.30
84,457273296,-0.5903,-0.4673,-0.5024,1.52,0.91,-0.30
85,457278294,-0.5732,-0.4634,-0.5034,0.85,1.16,-0.30
86,457283294,-0.5991,-0.4614,-0.5015,0.24,1.22,-0.30
87,457288294,-0.5947,-0.4668,-0.5015,-0.55,1.40,-0.30
88,457293294,-0.5693,-0.4565,-0.4980,-1.22,1.46,-0.37
