# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,135922495,-0.5786,-0.5962,-0.3750,0.49,-0.49,14.70
1,135927494,-0.5771,-0.5903,-0.3794,0.67,-0.55,15.18
2,135932493,-0.5781,-0.5898,-0.3857,1.16,-0.61,15.61
3,135937496,-0.5825,-0.5869,-0.3838,1.59,-0.61,16.04
4,135942495,-0.5825,-0.5874,-0.3857,2.01,-0.61,16.34
5,135947960,-0.5820,-0.5850,-0.3774,2.44,-0.79,16.71
6,135952495,-0.5840,-0.5840,-0.3813,2.80,-0.79,17.01
7,135957493,-0.5781,-0.5752,-0.3760,2.93,-0.73,17.26
8,135962753,-0.5732,-0.5801,-0.3716,3.17,-0.85,17.56
9,135967495,-0.5732,-0.5732,-0.3765,3.35,-0.67,17.68
10,135972805,-0.5752,-0.5664,-0.3687,3.41,-0.55,17.99
11,135977495,-0.5762,-0.5679,-0.3662,3.41,-0.30,18.29
12,135982776,-0.5791,-0.5645,-0.3682,3.35,-0.18,18.48
13,135987495,-0.5742,-0.5664,-0.3623,3.54,0.00,18.60
14,135992831,-0.5718,-0.5610,-0.3643,3.72,0.12,18.84
15,135997495,-0.5698,-0.5601,-0.3657,4.15,0.30,19.15
16,136002952,-0.5640,-0.5537,-0.3633,4.70,0.37,19.27
17,136007495,-0.5659,-0.5508,-0.3643,5.37,0.37,19.45
18,136012495,-0.5781,-0.5503,-0.3613,6.22,0.43,19.82
19,136017495,-0.5776,-0.5439,-0.3604,7.20,0.43,20.18
20,136022771,-0.5874,-0.5444,-0.3677,8.23,0.49,20.49
21,136027495,-0.5854,-0.5474,-0.3618,9.39,0.49,20.73
22,136032550,-0.5840,-0.5405,-0.3667,10.85,0.24,21.10
23,136037495,-0.5903,-0.5371,-0.3691,12.07,0.06,21.34
24,136042868,-0.6011,-0.5342,-0.3711,13.35,0.00,21.77
25,136047497,-0.6021,-0.5352,-0.3721,14.45,-0.37,21.95
26,136052712,-0.6152,-0.5312,-0.3677,16.04,-0.55,22.32
27,136057498,-0.6201,-0.5298,-0.3770,17.20,-0.98,22.68
28,136062730,-0.6260,-0.5298,-0.3789,18.29,-1.10,22.80
29,136067495,-0.6348,-0.5317,-0.3843,19.02,-1.40,22.99
30,136072495,-0.6421,-0.5317,-0.3799,19.88,-1.89,23.23
31,136077495,-0.6489,-0.5366,-0.3843,20.43,-2.01,23.41
32,136082801,-0.6548,-0.5371,-0.3823,20.85,-2.20,23.66
33,136087495,-0.6602,-0.5352,-0.3843,21.04,-2.44,23.96
34,136092495,-0.6621,-0.5352,-0.3901,21.28,-2.62,24.33
35,136097495,-0.6670,-0.5386,-0.3838,21.28,-3.05,24.70
36,136102495,-0.6685,-0.5381,-0.3872,21.22,-3.23,24.94
37,136107495,-0.6646,-0.5420,-0.3882,21.10,-3.66,25.37
38,136112799,-0.6606,-0.5415,-0.3936,20.91,-4.02,25.79
39,136117496,-0.6572,-0.5435,-0.3892,20.67,-4.39,26.16
40,136122495,-0.6558,-0.5444,-0.3853,20.06,-4.70,26.52
41,136127495,-0.6558,-0.5449,-0.3877,19.39,-5.06,26.71
42,136132495,-0.6548,-0.5483,-0.3896,18.54,-5.37,27.07
43,136137495,-0.6567,-0.5513,-0.3892,17.38,-5.67,27.38
44,136142496,-0.6548,-0.5542,-0.3833,15.85,-5.98,27.68
45,136147495,-0.6533,-0.5498,-0.3862,14.94,-6.22,27.87
46,136152496,-0.6455,-0.5518,-0.3960,13.60,-6.52,28.05
47,136157495,-0.6440,-0.5557,-0.3965,12.44,-6.89,28.17
48,136162493,-0.6401,-0.5601,-0.3950,11.28,-7.26,28.35
49,136167494,-0.6372,-0.5635,-0.3975,10.30,-7.68,28.54
50,136172495,-0.6318,-0.5576,-0.4038,9.21,-8.23,28.54
51,136177496,-0.6426,-0.5791,-0.4014,8.17,-8.78,28.66
52,136182706,-0.6328,-0.5688,-0.4033,6.95,-9.51,28.66
53,136187495,-0.6313,-0.5640,-0.4111,6.22,-9.82,28.60
54,136192495,-0.6304,-0.5679,-0.4087,5.30,-10.37,28.54
55,136197498,-0.6240,-0.5703,-0.4131,4.57,-11.10,28.54
56,136202494,-0.6255,-0.5762,-0.4087,3.96,-11.46,28.35
57,136207493,-0.6284,-0.5708,-0.4185,3.23,-12.26,27.99
58,136212493,-0.6230,-0.5747,-0.4199,2.68,-12.80,27.68
59,136218474,-0.6206,-0.5752,-0.4136,1.83,-13.48,27.26
