# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,195002495,-0.9365,-0.0410,-0.2109,3.60,-2.62,3.66
1,195007496,-0.9390,-0.0405,-0.2065,3.60,-2.50,3.41
2,195012496,-0.9375,-0.0439,-0.2041,3.66,-2.62,3.35
3,195017495,-0.9365,-0.0415,-0.2026,3.60,-2.68,3.17
4,195022497,-0.9326,-0.0381,-0.2051,3.60,-2.50,3.05
5,195027495,-0.9351,-0.0430,-0.2036,3.48,-2.50,2.87
6,195032865,-0.9414,-0.0376,-0.2148,3.60,-2.44,2.68
7,195037495,-0.9385,-0.0386,-0.2100,3.54,-2.32,2.44
8,195042495,-0.9429,-0.0371,-0.2080,3.48,-2.38,2.26
9,195047974,-0.9399,-0.0396,-0.2075,3.41,-2.32,2.13
10,195052495,-0.9434,-0.0415,-0.2119,3.41,-2.13,1.89
11,195057495,-0.9404,-0.0386,-0.2061,3.29,-2.13,1.59
12,195062497,-0.9395,-0.0391,-0.2056,3.17,-1.89,1.40
13,195067495,-0.9360,-0.0386,-0.2012,2.99,-1.89,1.28
14,195072495,-0.9375,-0.0376,-0.2017,2.87,-1.52,1.10
15,195077495,-0.9380,-0.0410,-0.1987,2.74,-1.46,0.79
16,195082494,-0.9419,-0.0405,-0.2104,2.38,-1.22,0.67
17,195087992,-0.9434,-0.0356,-0.2056,2.20,-0.79,0.30
18,195092495,-0.9395,-0.0366,-0.2036,1.89,-0.85,0.24
19,195097494,-0.9453,-0.0371,-0.2041,1.71,-0.67,0.00
20,195102495,-0.9526,-0.0356,-0.2080,1.34,-0.37,-0.18
21,195107495,-0.9507,-0.0361,-0.2002,1.22,-0.30,-0.37
22,195112496,-0.9585,-0.0356,-0.2036,0.98,-0.12,-0.55
23,195117497,-0.9536,-0.0322,-0.2002,0.79,0.06,-0.73
24,195122494,-0.9531,-0.0356,-0.2002,0.49,0.06,-0.85
25,195127495,-0.9478,-0.0327,-0.2041,0.30,0.24,-0.98
26,195132789,-0.9463,-0.0356,-0.2012,0.18,0.18,-1.34
27,195137495,-0.9468,-0.0352,-0.2017,-0.06,0.30,-1.34
28,195142495,-0.9468,-0.0342,-0.2021,-0.24,0.49,-1.46
29,195147962,-0.9409,-0.0322,-0.2056,-0.55,0.49,-1.65
30,195152495,-0.9468,-0.0356,-0.1992,-0.61,0.49,-1.71
31,195157495,-0.9404,-0.0332,-0.1992,-0.73,0.43,-1.71
32,195162498,-0.9390,-0.0332,-0.1982,-0.98,0.55,-1.95
33,195167495,-0.9341,-0.0283,-0.2021,-1.04,0.61,-1.95
34,195172495,-0.9336,-0.0298,-0.1978,-0.98,0.49,-2.13
35,195177495,-0.9355,-0.0317,-0.1953,-0.98,0.49,-2.20
36,195182495,-0.9375,-0.0332,-0.1963,-0.98,0.43,-2.32
37,195187495,-0.9370,-0.0312,-0.1953,-0.79,0.24,-2.44
38,195192495,-0.9341,-0.0283,-0.1934,-0.67,0.30,-2.50
39,195197497,-0.9316,-0.0298,-0.1934,-0.73,0.24,-2.62
40,195202495,-0.9287,-0.0327,-0.1973,-0.49,-0.06,-2.74
41,195207495,-0.9307,-0.0278,-0.1968,-0.37,-0.06,-2.80
42,195212495,-0.9268,-0.0308,-0.1968,-0.30,-0.30,-2.87
43,195217497,-0.9302,-0.0317,-0.1924,-0.30,-0.49,-2.87
44,195222495,-0.9243,-0.0283,-0.1909,-0.18,-0.61,-2.93
45,195227496,-0.9263,-0.0283,-0.1973,-0.12,-0.73,-2.93
46,195232493,-0.9253,-0.0288,-0.1963,-0.24,-0.98,-2.93
47,195237493,-0.9268,-0.0269,-0.1973,-0.24,-1.28,-2.87
48,195242493,-0.9355,-0.0342,-0.1968,-0.24,-1.34,-2.87
49,195247493,-0.9351,-0.0298,-0.2002,-0.37,-1.59,-2.80
50,195252493,-0.9302,-0.0317,-0.1978,-0.30,-1.95,-2.74
51,195258882,-0.9292,-0.0298,-0.1992,-0.43,-2.07,-2.62
52,195262500,-0.9258,-0.0298,-0.1968,-0.49,-2.13,-2.50
53,195267495,-0.9307,-0.0303,-0.1968,-0.49,-2.44,-2.56
54,195272780,-0.9326,-0.0342,-0.1934,-0.37,-2.62,-2.38
