# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,294150094,0.8677,0.3955,0.4287,-2.20,-0.67,-1.16
1,294154793,0.8691,0.3965,0.4170,-2.32,-0.73,-1.22
2,294159787,0.8750,0.3979,0.4272,-2.56,-0.55,-1.16
3,294164786,0.8779,0.3970,0.4214,-2.80,-0.79,-1.22
4,294169787,0.8799,0.3960,0.4272,-2.99,-0.67,-1.28
5,294174786,0.8809,0.3984,0.4253,-3.05,-0.79,-1.40
6,294179787,0.8833,0.3960,0.4238,-3.23,-0.79,-1.34
7,294184786,0.8813,0.3999,0.4302,-3.29,-0.85,-1.46
8,294189788,0.8823,0.3975,0.4233,-3.23,-0.98,-1.46
9,294194787,0.8833,0.3945,0.4233,-3.17,-1.04,-1.65
10,294199789,0.8799,0.3965,0.4316,-3.05,-1.16,-1.77
11,294204786,0.8848,0.3984,0.4233,-2.99,-1.22,-1.83
12,294209787,0.8848,0.3999,0.4199,-2.87,-1.40,-1.89
13,294214787,0.8823,0.3989,0.4258,-2.68,-1.52,-1.95
14,294219787,0.8809,0.3975,0.4272,-2.50,-1.65,-1.95
15,294224785,0.8799,0.3940,0.4282,-2.38,-1.89,-2.13
16,294229785,0.8813,0.3950,0.4321,-2.32,-1.83,-2.26
17,294234786,0.8789,0.3940,0.4229,-2.32,-2.13,-2.13
18,294239787,0.8828,0.3984,0.4219,-2.20,-2.20,-2.32
19,294244786,0.8804,0.3965,0.4277,-2.20,-2.26,-2.26
20,294249785,0.8823,0.3984,0.4224,-2.20,-2.38,-2.32
21,294254788,0.8770,0.3921,0.4204,-2.26,-2.62,-2.38
22,294259787,0.8765,0.3926,0.4155,-2.26,-2.87,-2.26
23,294264786,0.8735,0.3936,0.4199,-2.13,-3.05,-2.32
24,294269787,0.8770,0.3950,0.4209,-2.13,-3.23,-2.38
25,294274786,0.8789,0.3994,0.4263,-2.13,-3.11,-2.32
26,294279787,0.8755,0.4004,0.4233,-2.07,-3.35,-2.13
27,294284785,0.8779,0.4028,0.4160,-1.83,-3.48,-2.13
28,294289787,0.8779,0.3965,0.4233,-1.77,-3.66,-2.13
29,294294787,0.8813,0.3999,0.4209,-1.65,-3.90,-2.01
30,294299787,0.8721,0.3970,0.4155,-1.71,-3.90,-1.89
31,294304786,0.8735,0.3970,0.4194,-1.65,-4.15,-1.83
32,294309787,0.8730,0.4009,0.4155,-1.71,-4.27,-1.59
33,294314786,0.8735,0.4019,0.4141,-1.52,-4.45,-1.65
34,294319787,0.8687,0.3970,0.4131,-1.83,-4.57,-1.40
35,294324786,0.8711,0.3945,0.4126,-1.83,-4.57,-1.28
36,294329787,0.8711,0.4023,0.4150,-1.83,-4.82,-1.16
37,294334786,0.8716,0.4043,0.4131,-1.95,-4.82,-1.10
38,294339788,0.8701,0.4043,0.4111,-1.89,-4.94,-1.04
39,294344887,0.8765,0.4028,0.4155,-1.77,-5.18,-0.91
40,294349786,0.8760,0.4009,0.4160,-1.65,-5.43,-0.79
41,294354788,0.8750,0.4009,0.4170,-1.40,-5.55,-0.61
42,294359786,0.8740,0.3965,0.4121,-1.22,-5.55,-0.55
