# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,143515196,0.6729,-0.7129,0.3032,6.89,-1.65,2.56
1,143519792,0.6763,-0.7134,0.2979,7.07,-1.77,2.74
2,143524786,0.6738,-0.7134,0.3047,7.26,-1.95,2.74
3,143529787,0.6777,-0.7129,0.3037,7.32,-1.95,2.80
4,143534785,0.6787,-0.7090,0.3042,7.44,-2.13,2.99
5,143539787,0.6753,-0.7100,0.3042,7.44,-2.13,3.11
6,143544786,0.6733,-0.7065,0.2998,7.20,-2.13,3.17
7,143549785,0.6733,-0.7031,0.3042,7.07,-2.44,3.23
8,143554785,0.6743,-0.7090,0.3076,6.95,-2.38,3.29
9,143559787,0.6768,-0.7046,0.3037,6.65,-2.44,3.35
10,143564786,0.6768,-0.7065,0.3066,6.52,-2.32,3.35
11,143569785,0.6738,-0.7065,0.3101,6.28,-2.44,3.54
12,143574789,0.6694,-0.7041,0.3052,6.22,-2.44,3.54
13,143579787,0.6753,-0.7051,0.3066,5.91,-2.62,3.48
14,143584786,0.6704,-0.7056,0.3066,5.85,-2.56,3.41
15,143589787,0.6675,-0.7046,0.3086,5.85,-2.56,3.60
16,143594785,0.6704,-0.7090,0.3086,6.04,-2.62,3.54
17,143599785,0.6689,-0.7085,0.3032,6.16,-2.68,3.41
18,143604787,0.6719,-0.7090,0.3091,6.22,-2.56,3.48
19,143609823,0.6680,-0.7075,0.3101,6.46,-2.62,3.41
20,143614785,0.6660,-0.7090,0.3193,6.59,-2.62,3.35
21,143619788,0.6685,-0.7129,0.3164,6.83,-2.56,3.23
22,143624787,0.6704,-0.7080,0.3145,6.83,-2.56,3.17
23,143629788,0.6685,-0.7114,0.3145,7.07,-2.44,3.23
24,143634787,0.6660,-0.7148,0.3188,7.07,-2.56,3.17
25,143639788,0.6689,-0.7129,0.3213,7.13,-2.50,3.11
26,143644788,0.6655,-0.7129,0.3145,7.26,-2.20,2.99
27,143649786,0.6689,-0.7153,0.3188,7.38,-2.13,2.93
28,143654785,0.6660,-0.7129,0.3164,7.62,-1.95,2.80
29,143659789,0.6641,-0.7124,0.3154,7.74,-1.95,2.74
30,143664786,0.6650,-0.7124,0.3218,7.99,-1.77,2.62
31,143669785,0.6670,-0.7134,0.3247,8.29,-1.71,2.50
32,143674789,0.6646,-0.7109,0.3232,8.41,-1.46,2.50
33,143679787,0.6621,-0.7168,0.3281,8.72,-1.40,2.32
34,143684786,0.6641,-0.7124,0.3345,9.02,-1.28,2.38
35,143689785,0.6665,-0.7158,0.3369,9.39,-1.16,2.44
36,143694787,0.6665,-0.7144,0.3340,9.63,-1.22,2.32
37,143699789,0.6641,-0.7109,0.3354,9.82,-1.04,2.26
38,143704786,0.6631,-0.7124,0.3394,10.06,-1.22,2.13
39,143709790,0.6646,-0.7085,0.3374,10.06,-1.10,2.07
40,143714870,0.6655,-0.7095,0.3384,10.06,-1.16,1.89
41,143719789,0.6592,-0.7075,0.3428,10.00,-1.16,1.89
42,143724786,0.6631,-0.7119,0.3511,9.76,-1.22,1.89
43,143729787,0.6650,-0.7095,0.3477,9.33,-1.16,1.77
44,143734786,0.6641,-0.7090,0.3442,9.09,-1.10,1.77
45,143739789,0.6660,-0.7065,0.3462,8.72,-1.16,1.71
46,143744785,0.6572,-0.7070,0.3491,8.41,-1.16,1.59
47,143749789,0.6572,-0.7085,0.3472,8.29,-1.22,1.65
48,143754786,0.6587,-0.7065,0.3467,8.11,-1.34,1.52
49,143759785,0.6572,-0.7007,0.3462,8.05,-1.40,1.65
50,143764787,0.6562,-0.6987,0.3423,8.11,-1.46,1.52
51,143770277,0.6514,-0.6982,0.3481,8.41,-1.46,1.46
52,143774788,0.6533,-0.6929,0.3394,8.41,-1.52,1.52
53,143779786,0.6523,-0.6934,0.3481,8.66,-1.59,1.46
54,143784819,0.6543,-0.6880,0.3472,9.02,-1.52,1.52
55,143789788,0.6602,-0.6909,0.3535,9.21,-1.52,1.65
56,143794787,0.6587,-0.6895,0.3516,9.63,-1.65,1.65
57,143799787,0.6577,-0.6865,0.3481,10.00,-1.59,1.83
58,143804787,0.6592,-0.6851,0.3477,10.30,-1.59,2.01
59,143809788,0.6699,-0.6870,0.3501,10.49,-1.59,2.13
60,143814787,0.6689,-0.6851,0.3564,10.79,-1.59,2.20
61,143819786,0.6665,-0.6821,0.3530,11.28,-1.46,2.50
62,143824789,0.6685,-0.6831,0.3555,11.52,-1.28,2.74
63,143829787,0.6699,-0.6812,0.3564,11.89,-1.40,2.80
64,143834786,0.6655,-0.6831,0.3589,12.44,-1.34,3.11
65,143839789,0.6665,-0.6831,0.3618,12.99,-1.28,3.35
66,143844786,0.6650,-0.6831,0.3574,13.41,-1.28,3.66
67,143849789,0.6665,-0.6826,0.3530,14.02,-1.34,3.84
68,143854785,0.6602,-0.6812,0.3564,14.63,-1.28,4.21
69,143859785,0.6587,-0.6807,0.3564,15.30,-1.22,4.51
70,143864787,0.6641,-0.6802,0.3574,15.98,-1.28,4.76
71,143869789,0.6641,-0.6772,0.3560,16.52,-1.40,5.18
72,143874786,0.6616,-0.6782,0.3584,17.13,-1.28,5.49
73,143879785,0.6582,-0.6792,0.3555,17.74,-1.34,5.85
74,143884789,0.6597,-0.6758,0.3604,18.05,-1.52,6.04
75,143889787,0.6592,-0.6831,0.3608,18.35,-1.59,6.40
76,143894787,0.6562,-0.6777,0.3569,18.60,-1.83,6.77
77,143899788,0.6592,-0.6821,0.3584,18.66,-2.01,7.13
78,143904787,0.6582,-0.6831,0.3560,18.60,-2.20,7.32
79,143909787,0.6543,-0.6821,0.3647,18.41,-2.44,7.56
80,143914790,0.6582,-0.6860,0.3540,18.11,-2.74,7.80
81,143919788,0.6577,-0.6875,0.3584,17.74,-2.93,7.99
